Num_Acc,col,grav
201600001916,Autre collision,Blessé hospitalisé
201600001917,Autre collision,Blessé hospitalisé
201600001917,Autre collision,Blessé hospitalisé
201600001918,Deux véhicules - par le côté,Blessé léger
201600001918,Deux véhicules - par le côté,Blessé hospitalisé
201600001919,Deux véhicules - par le côté,Blessé hospitalisé
201600001919,Deux véhicules - par le côté,Indemne
201600001920,Autre collision,Indemne
201600001920,Autre collision,Blessé hospitalisé
201600001921,Sans collision,Tué
201600001922,Autre collision,Blessé hospitalisé
201600001923,Deux véhicules - frontale,Blessé hospitalisé
201600001923,Deux véhicules - frontale,Indemne
201600001924,Autre collision,Indemne
201600001924,Autre collision,Tué
201600001925,Sans collision,Blessé hospitalisé
201600001925,Sans collision,Blessé léger
201600001925,Sans collision,Blessé léger
201600001926,Deux véhicules - par le côté,Indemne
201600001926,Deux véhicules - par le côté,Blessé hospitalisé
201600001926,Deux véhicules - par le côté,Indemne
201600001927,Autre collision,Blessé hospitalisé
201600001928,Deux véhicules - frontale,Tué
201600001928,Deux véhicules - frontale,Blessé hospitalisé
201600001929,Deux véhicules - frontale,Indemne
201600001929,Deux véhicules - frontale,Blessé hospitalisé
201600001930,Deux véhicules - par l'arrière,Blessé léger
201600001930,Deux véhicules - par l'arrière,Blessé hospitalisé
201600001931,Deux véhicules - par l'arrière,Blessé léger
201600001931,Deux véhicules - par l'arrière,Blessé hospitalisé
201600001932,Deux véhicules - par le côté,Blessé hospitalisé
201600001932,Deux véhicules - par le côté,Indemne
201600001933,Deux véhicules - par le côté,Indemne
201600001933,Deux véhicules - par le côté,Blessé hospitalisé
201600001934,Deux véhicules - frontale,Blessé léger
201600001934,Deux véhicules - frontale,Indemne
201600001935,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600001935,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600001935,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600001935,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600001935,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600001936,Deux véhicules - par le côté,Blessé hospitalisé
201600001936,Deux véhicules - par le côté,Tué
201600001936,Deux véhicules - par le côté,Tué
201600001936,Deux véhicules - par le côté,Blessé hospitalisé
201600001936,Deux véhicules - par le côté,Blessé hospitalisé
201600001937,Deux véhicules - frontale,Blessé léger
201600001937,Deux véhicules - frontale,Blessé léger
201600001937,Deux véhicules - frontale,Indemne
201600001938,Autre collision,Indemne
201600001938,Autre collision,Blessé hospitalisé
201600001939,Deux véhicules - par le côté,Indemne
201600001939,Deux véhicules - par le côté,Blessé hospitalisé
201600001940,Deux véhicules - par le côté,Indemne
201600001940,Deux véhicules - par le côté,Blessé hospitalisé
201600001941,Deux véhicules - par l'arrière,Blessé léger
201600001941,Deux véhicules - par l'arrière,Blessé hospitalisé
201600001942,Deux véhicules - par le côté,Blessé hospitalisé
201600001942,Deux véhicules - par le côté,Indemne
201600001943,Sans collision,Blessé hospitalisé
201600001944,Autre collision,Blessé hospitalisé
201600001944,Autre collision,Blessé léger
201600001945,Autre collision,Blessé hospitalisé
201600001945,Autre collision,Blessé léger
201600001946,Autre collision,Indemne
201600001946,Autre collision,Blessé hospitalisé
201600001947,Autre collision,Tué
201600001947,Autre collision,Blessé hospitalisé
201600001948,Sans collision,Tué
201600001949,Sans collision,Blessé hospitalisé
201600001950,Deux véhicules - par le côté,Indemne
201600001950,Deux véhicules - par le côté,Tué
201600001951,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600001951,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600001951,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600001952,Autre collision,Indemne
201600001952,Autre collision,Blessé hospitalisé
201600001953,Autre collision,Blessé hospitalisé
201600001954,Sans collision,Tué
201600001955,Autre collision,Blessé hospitalisé
201600001956,Autre collision,Tué
201600001957,Deux véhicules - frontale,Blessé hospitalisé
201600001957,Deux véhicules - frontale,Indemne
201600001958,Autre collision,Indemne
201600001958,Autre collision,Blessé hospitalisé
201600001959,Deux véhicules - frontale,Blessé hospitalisé
201600001959,Deux véhicules - frontale,Indemne
201600001960,Autre collision,Blessé hospitalisé
201600001961,Autre collision,Indemne
201600001961,Autre collision,Blessé léger
201600001962,Deux véhicules - frontale,Blessé hospitalisé
201600001962,Deux véhicules - frontale,Indemne
201600001963,Sans collision,Indemne
201600001963,Sans collision,Blessé hospitalisé
201600001964,Deux véhicules - par le côté,Blessé hospitalisé
201600001964,Deux véhicules - par le côté,Indemne
201600001965,Deux véhicules - par l'arrière,Tué
201600001965,Deux véhicules - par l'arrière,Blessé léger
201600001966,Autre collision,Indemne
201600001966,Autre collision,Blessé hospitalisé
201600001967,Autre collision,Blessé hospitalisé
201600001967,Autre collision,Blessé léger
201600001968,Sans collision,Blessé hospitalisé
201600001969,Deux véhicules - frontale,Indemne
201600001969,Deux véhicules - frontale,Blessé léger
201600001969,Deux véhicules - frontale,Indemne
201600001969,Deux véhicules - frontale,Indemne
201600001969,Deux véhicules - frontale,Indemne
201600001969,Deux véhicules - frontale,Blessé léger
201600001970,Deux véhicules - par le côté,Blessé léger
201600001970,Deux véhicules - par le côté,Indemne
201600001971,Autre collision,Blessé hospitalisé
201600001972,Deux véhicules - frontale,Indemne
201600001972,Deux véhicules - frontale,Blessé hospitalisé
201600001972,Deux véhicules - frontale,Indemne
201600001973,Autre collision,Blessé léger
201600001974,Autre collision,Blessé hospitalisé
201600001975,Deux véhicules - par le côté,Blessé hospitalisé
201600001975,Deux véhicules - par le côté,Blessé hospitalisé
201600001976,Autre collision,Indemne
201600001976,Autre collision,Indemne
201600001976,Autre collision,Indemne
201600001976,Autre collision,Blessé hospitalisé
201600001976,Autre collision,Blessé léger
201600001977,Deux véhicules - par le côté,Indemne
201600001977,Deux véhicules - par le côté,Blessé hospitalisé
201600001978,Sans collision,Blessé hospitalisé
201600001979,Deux véhicules - frontale,Blessé hospitalisé
201600001979,Deux véhicules - frontale,Blessé léger
201600001979,Deux véhicules - frontale,Blessé léger
201600001979,Deux véhicules - frontale,Blessé léger
201600001980,Autre collision,Blessé hospitalisé
201600001981,Deux véhicules - par l'arrière,Blessé hospitalisé
201600001981,Deux véhicules - par l'arrière,Indemne
201600001982,Autre collision,Blessé hospitalisé
201600001983,Autre collision,Blessé léger
201600001984,Autre collision,Indemne
201600001984,Autre collision,Blessé hospitalisé
201600001985,Deux véhicules - par le côté,Blessé hospitalisé
201600001985,Deux véhicules - par le côté,Blessé léger
201600001985,Deux véhicules - par le côté,Indemne
201600001986,Deux véhicules - par l'arrière,Indemne
201600001986,Deux véhicules - par l'arrière,Blessé hospitalisé
201600001986,Deux véhicules - par l'arrière,Blessé léger
201600001987,Deux véhicules - par le côté,Indemne
201600001987,Deux véhicules - par le côté,Blessé hospitalisé
201600001987,Deux véhicules - par le côté,Blessé hospitalisé
201600001988,Deux véhicules - par le côté,Indemne
201600001988,Deux véhicules - par le côté,Blessé hospitalisé
201600001989,Deux véhicules - frontale,Indemne
201600001989,Deux véhicules - frontale,Blessé hospitalisé
201600001990,Deux véhicules - par le côté,Blessé hospitalisé
201600001990,Deux véhicules - par le côté,Indemne
201600001991,Sans collision,Blessé léger
201600001992,Deux véhicules - par le côté,Indemne
201600001992,Deux véhicules - par le côté,Blessé hospitalisé
201600001993,Deux véhicules - frontale,Blessé léger
201600001993,Deux véhicules - frontale,Blessé hospitalisé
201600001993,Deux véhicules - frontale,Blessé léger
201600001993,Deux véhicules - frontale,Blessé léger
201600001994,Sans collision,Blessé hospitalisé
201600001995,Deux véhicules - par le côté,Blessé hospitalisé
201600001995,Deux véhicules - par le côté,Blessé léger
201600001996,Deux véhicules - par l'arrière,Indemne
201600001996,Deux véhicules - par l'arrière,Indemne
201600001996,Deux véhicules - par l'arrière,Blessé hospitalisé
201600001997,Deux véhicules - par le côté,Blessé hospitalisé
201600001997,Deux véhicules - par le côté,Indemne
201600001998,Deux véhicules - par l'arrière,Indemne
201600001998,Deux véhicules - par l'arrière,Tué
201600001999,Autre collision,Blessé hospitalisé
201600002000,Autre collision,Blessé hospitalisé
201600002001,Deux véhicules - frontale,Blessé hospitalisé
201600002001,Deux véhicules - frontale,Blessé léger
201600002002,Autre collision,Blessé hospitalisé
201600002003,Autre collision,Indemne
201600002003,Autre collision,Tué
201600002004,Sans collision,Blessé hospitalisé
201600002005,Sans collision,Blessé léger
201600002005,Sans collision,Blessé léger
201600002006,Deux véhicules - par le côté,Blessé hospitalisé
201600002006,Deux véhicules - par le côté,Indemne
201600002006,Deux véhicules - par le côté,Indemne
201600002007,Autre collision,Tué
201600002008,Deux véhicules - frontale,Blessé hospitalisé
201600002008,Deux véhicules - frontale,Blessé hospitalisé
201600002009,Autre collision,Blessé hospitalisé
201600002010,Deux véhicules - par le côté,Blessé hospitalisé
201600002010,Deux véhicules - par le côté,Blessé léger
201600002011,Deux véhicules - par l'arrière,Blessé léger
201600002011,Deux véhicules - par l'arrière,Indemne
201600002012,Deux véhicules - frontale,Blessé hospitalisé
201600002012,Deux véhicules - frontale,Indemne
201600002013,Trois véhicules et plus - collisions multiples,Tué
201600002013,Trois véhicules et plus - collisions multiples,Indemne
201600002013,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002013,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002014,Autre collision,Indemne
201600002014,Autre collision,Indemne
201600002014,Autre collision,Blessé hospitalisé
201600002015,Autre collision,Tué
201600002016,Sans collision,Indemne
201600002016,Sans collision,Blessé hospitalisé
201600002017,Deux véhicules - par le côté,Indemne
201600002017,Deux véhicules - par le côté,Indemne
201600002017,Deux véhicules - par le côté,Blessé léger
201600002018,Sans collision,Blessé léger
201600002019,Autre collision,Indemne
201600002019,Autre collision,Blessé léger
201600002019,Autre collision,Blessé léger
201600002019,Autre collision,Blessé léger
201600002020,Sans collision,Blessé hospitalisé
201600002021,Autre collision,Indemne
201600002021,Autre collision,Blessé hospitalisé
201600002022,Autre collision,Blessé hospitalisé
201600002023,Sans collision,Blessé hospitalisé
201600002024,Autre collision,Indemne
201600002024,Autre collision,Blessé hospitalisé
201600002025,Sans collision,Indemne
201600002025,Sans collision,Blessé hospitalisé
201600002026,Deux véhicules - frontale,Blessé hospitalisé
201600002026,Deux véhicules - frontale,Indemne
201600002027,Sans collision,Tué
201600002028,Autre collision,Indemne
201600002028,Autre collision,Blessé hospitalisé
201600002029,Deux véhicules - par le côté,Indemne
201600002029,Deux véhicules - par le côté,Blessé hospitalisé
201600002030,Deux véhicules - par le côté,Blessé hospitalisé
201600002030,Deux véhicules - par le côté,Indemne
201600002031,Autre collision,Blessé hospitalisé
201600002031,Autre collision,Blessé hospitalisé
201600002032,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002032,Deux véhicules - par l'arrière,Blessé léger
201600002033,Autre collision,Tué
201600002033,Autre collision,Tué
201600002034,Autre collision,Blessé hospitalisé
201600002034,Autre collision,Blessé léger
201600002035,Sans collision,Indemne
201600002035,Sans collision,Blessé léger
201600002036,Trois véhicules et plus - collisions multiples,Tué
201600002036,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002036,Trois véhicules et plus - collisions multiples,Indemne
201600002037,Deux véhicules - frontale,Blessé léger
201600002037,Deux véhicules - frontale,Blessé hospitalisé
201600002038,Sans collision,Blessé léger
201600002039,Autre collision,Indemne
201600002039,Autre collision,Blessé hospitalisé
201600002040,Autre collision,Indemne
201600002040,Autre collision,Blessé léger
201600002041,Deux véhicules - par le côté,Indemne
201600002041,Deux véhicules - par le côté,Blessé léger
201600002042,Sans collision,Blessé léger
201600002043,Sans collision,Blessé léger
201600002044,Sans collision,Blessé léger
201600002045,Deux véhicules - par le côté,Blessé hospitalisé
201600002045,Deux véhicules - par le côté,Indemne
201600002046,Sans collision,Blessé léger
201600002047,Sans collision,Blessé hospitalisé
201600002048,Deux véhicules - par le côté,Indemne
201600002048,Deux véhicules - par le côté,Blessé léger
201600002049,Deux véhicules - frontale,Blessé hospitalisé
201600002049,Deux véhicules - frontale,Blessé léger
201600002049,Deux véhicules - frontale,Indemne
201600002049,Deux véhicules - frontale,Blessé léger
201600002050,Deux véhicules - frontale,Blessé léger
201600002050,Deux véhicules - frontale,Blessé hospitalisé
201600002051,Deux véhicules - frontale,Indemne
201600002051,Deux véhicules - frontale,Blessé léger
201600002052,Autre collision,Blessé hospitalisé
201600002053,Autre collision,Indemne
201600002053,Autre collision,Blessé hospitalisé
201600002054,Autre collision,Indemne
201600002054,Autre collision,Blessé hospitalisé
201600002055,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002055,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002055,Trois véhicules et plus - collisions multiples,Blessé léger
201600002055,Trois véhicules et plus - collisions multiples,Blessé léger
201600002056,Autre collision,Tué
201600002056,Autre collision,Blessé hospitalisé
201600002057,Deux véhicules - par le côté,Indemne
201600002057,Deux véhicules - par le côté,Tué
201600002057,Deux véhicules - par le côté,Indemne
201600002057,Deux véhicules - par le côté,Indemne
201600002057,Deux véhicules - par le côté,Blessé léger
201600002058,Sans collision,Blessé hospitalisé
201600002059,Sans collision,Blessé hospitalisé
201600002060,Deux véhicules - par l'arrière,Indemne
201600002060,Deux véhicules - par l'arrière,Tué
201600002061,Autre collision,Blessé hospitalisé
201600002062,Deux véhicules - par le côté,Indemne
201600002062,Deux véhicules - par le côté,Indemne
201600002062,Deux véhicules - par le côté,Blessé hospitalisé
201600002063,Deux véhicules - par le côté,Blessé hospitalisé
201600002063,Deux véhicules - par le côté,Blessé hospitalisé
201600002064,Deux véhicules - par le côté,Indemne
201600002064,Deux véhicules - par le côté,Blessé hospitalisé
201600002065,Autre collision,Indemne
201600002065,Autre collision,Indemne
201600002065,Autre collision,Indemne
201600002065,Autre collision,Blessé hospitalisé
201600002066,Deux véhicules - par le côté,Indemne
201600002066,Deux véhicules - par le côté,Blessé léger
201600002067,Deux véhicules - frontale,Tué
201600002067,Deux véhicules - frontale,Blessé léger
201600002068,Deux véhicules - par le côté,Indemne
201600002068,Deux véhicules - par le côté,Indemne
201600002068,Deux véhicules - par le côté,Indemne
201600002068,Deux véhicules - par le côté,Blessé hospitalisé
201600002068,Deux véhicules - par le côté,Blessé léger
201600002068,Deux véhicules - par le côté,Blessé léger
201600002068,Deux véhicules - par le côté,Blessé léger
201600002069,Deux véhicules - par le côté,Blessé léger
201600002069,Deux véhicules - par le côté,Blessé hospitalisé
201600002069,Deux véhicules - par le côté,Blessé hospitalisé
201600002070,Trois véhicules et plus - en chaîne,Blessé hospitalisé
201600002070,Trois véhicules et plus - en chaîne,Blessé hospitalisé
201600002070,Trois véhicules et plus - en chaîne,Blessé léger
201600002070,Trois véhicules et plus - en chaîne,Blessé léger
201600002070,Trois véhicules et plus - en chaîne,Blessé léger
201600002070,Trois véhicules et plus - en chaîne,Blessé léger
201600002070,Trois véhicules et plus - en chaîne,Blessé léger
201600002070,Trois véhicules et plus - en chaîne,Blessé léger
201600002070,Trois véhicules et plus - en chaîne,Blessé léger
201600002071,Deux véhicules - frontale,Blessé hospitalisé
201600002072,Autre collision,Indemne
201600002072,Autre collision,Blessé hospitalisé
201600002073,Deux véhicules - par le côté,Blessé hospitalisé
201600002073,Deux véhicules - par le côté,Indemne
201600002074,Autre collision,Blessé hospitalisé
201600002075,Deux véhicules - par le côté,Indemne
201600002075,Deux véhicules - par le côté,Indemne
201600002075,Deux véhicules - par le côté,Indemne
201600002075,Deux véhicules - par le côté,Blessé hospitalisé
201600002076,Autre collision,Blessé hospitalisé
201600002077,Deux véhicules - frontale,Blessé hospitalisé
201600002077,Deux véhicules - frontale,Blessé hospitalisé
201600002077,Deux véhicules - frontale,Blessé hospitalisé
201600002078,Autre collision,Blessé hospitalisé
201600002079,Deux véhicules - par l'arrière,Indemne
201600002079,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002080,Deux véhicules - frontale,Blessé léger
201600002080,Deux véhicules - frontale,Blessé hospitalisé
201600002080,Deux véhicules - frontale,Blessé hospitalisé
201600002081,Autre collision,Blessé hospitalisé
201600002081,Autre collision,Blessé léger
201600002082,Deux véhicules - par le côté,Blessé léger
201600002082,Deux véhicules - par le côté,Indemne
201600002083,Deux véhicules - frontale,Blessé hospitalisé
201600002083,Deux véhicules - frontale,Indemne
201600002084,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002084,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002084,Deux véhicules - par l'arrière,Indemne
201600002085,Deux véhicules - par le côté,Blessé hospitalisé
201600002085,Deux véhicules - par le côté,Indemne
201600002086,Autre collision,Blessé hospitalisé
201600002087,Autre collision,Blessé hospitalisé
201600002088,Deux véhicules - frontale,Blessé hospitalisé
201600002088,Deux véhicules - frontale,Indemne
201600002088,Deux véhicules - frontale,Indemne
201600002089,Deux véhicules - frontale,Tué
201600002089,Deux véhicules - frontale,Blessé hospitalisé
201600002090,Autre collision,Blessé hospitalisé
201600002091,Sans collision,Blessé hospitalisé
201600002091,Sans collision,Blessé léger
201600002091,Sans collision,Blessé léger
201600002092,Autre collision,Blessé léger
201600002093,Deux véhicules - frontale,Blessé hospitalisé
201600002093,Deux véhicules - frontale,Indemne
201600002094,Deux véhicules - par le côté,Indemne
201600002094,Deux véhicules - par le côté,Tué
201600002095,Deux véhicules - par le côté,Indemne
201600002095,Deux véhicules - par le côté,Blessé hospitalisé
201600002096,Autre collision,Indemne
201600002096,Autre collision,Blessé hospitalisé
201600002097,Deux véhicules - frontale,Blessé hospitalisé
201600002097,Deux véhicules - frontale,Indemne
201600002098,Deux véhicules - frontale,Blessé hospitalisé
201600002098,Deux véhicules - frontale,Blessé hospitalisé
201600002099,Deux véhicules - par le côté,Blessé léger
201600002099,Deux véhicules - par le côté,Indemne
201600002100,Deux véhicules - par le côté,Blessé hospitalisé
201600002100,Deux véhicules - par le côté,Indemne
201600002101,Deux véhicules - par le côté,Indemne
201600002101,Deux véhicules - par le côté,Blessé hospitalisé
201600002101,Deux véhicules - par le côté,Blessé léger
201600002102,Deux véhicules - par le côté,Blessé léger
201600002102,Deux véhicules - par le côté,Blessé hospitalisé
201600002102,Deux véhicules - par le côté,Blessé léger
201600002103,Deux véhicules - par le côté,Indemne
201600002103,Deux véhicules - par le côté,Blessé hospitalisé
201600002103,Deux véhicules - par le côté,Blessé hospitalisé
201600002104,Deux véhicules - par le côté,Blessé léger
201600002104,Deux véhicules - par le côté,Indemne
201600002105,Deux véhicules - frontale,Indemne
201600002105,Deux véhicules - frontale,Blessé hospitalisé
201600002106,Sans collision,Blessé hospitalisé
201600002107,Autre collision,Blessé hospitalisé
201600002108,Sans collision,Indemne
201600002108,Sans collision,Blessé hospitalisé
201600002109,Deux véhicules - par le côté,Indemne
201600002109,Deux véhicules - par le côté,Blessé léger
201600002109,Deux véhicules - par le côté,Indemne
201600002110,Sans collision,Tué
201600002111,Deux véhicules - par le côté,Indemne
201600002111,Deux véhicules - par le côté,Blessé hospitalisé
201600002112,Autre collision,Blessé hospitalisé
201600002113,Autre collision,Blessé hospitalisé
201600002114,Deux véhicules - frontale,Blessé léger
201600002114,Deux véhicules - frontale,Tué
201600002115,Autre collision,Blessé hospitalisé
201600002116,Autre collision,Blessé hospitalisé
201600002116,Autre collision,Blessé hospitalisé
201600002117,Autre collision,Blessé hospitalisé
201600002117,Autre collision,Indemne
201600002118,Deux véhicules - frontale,Indemne
201600002118,Deux véhicules - frontale,Blessé hospitalisé
201600002119,Deux véhicules - par le côté,Indemne
201600002119,Deux véhicules - par le côté,Indemne
201600002119,Deux véhicules - par le côté,Blessé hospitalisé
201600002120,Deux véhicules - frontale,Blessé hospitalisé
201600002120,Deux véhicules - frontale,Indemne
201600002120,Deux véhicules - frontale,Blessé léger
201600002120,Deux véhicules - frontale,Blessé léger
201600002121,Deux véhicules - par le côté,Indemne
201600002121,Deux véhicules - par le côté,Blessé léger
201600002122,Autre collision,Indemne
201600002122,Autre collision,Blessé hospitalisé
201600002123,Sans collision,Indemne
201600002123,Sans collision,Indemne
201600002123,Sans collision,Blessé hospitalisé
201600002124,Sans collision,Tué
201600002125,Sans collision,Tué
201600002125,Sans collision,Tué
201600002126,Autre collision,Indemne
201600002126,Autre collision,Blessé léger
201600002127,Deux véhicules - par l'arrière,Blessé léger
201600002127,Deux véhicules - par l'arrière,Blessé léger
201600002128,Sans collision,Indemne
201600002128,Sans collision,Blessé hospitalisé
201600002129,Sans collision,Blessé hospitalisé
201600002130,Deux véhicules - par le côté,Blessé hospitalisé
201600002130,Deux véhicules - par le côté,Indemne
201600002131,Deux véhicules - par le côté,Indemne
201600002131,Deux véhicules - par le côté,Indemne
201600002131,Deux véhicules - par le côté,Blessé hospitalisé
201600002131,Deux véhicules - par le côté,Blessé léger
201600002132,Sans collision,Blessé hospitalisé
201600002133,Deux véhicules - frontale,Blessé hospitalisé
201600002133,Deux véhicules - frontale,Tué
201600002133,Deux véhicules - frontale,Blessé hospitalisé
201600002134,Autre collision,Blessé hospitalisé
201600002134,Autre collision,Blessé léger
201600002135,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002135,Trois véhicules et plus - collisions multiples,Indemne
201600002135,Trois véhicules et plus - collisions multiples,Indemne
201600002136,Autre collision,Blessé hospitalisé
201600002137,Autre collision,Indemne
201600002137,Autre collision,Indemne
201600002137,Autre collision,Blessé hospitalisé
201600002138,Deux véhicules - par le côté,Indemne
201600002138,Deux véhicules - par le côté,Blessé hospitalisé
201600002139,Autre collision,Indemne
201600002139,Autre collision,Blessé hospitalisé
201600002140,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002140,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002140,Trois véhicules et plus - collisions multiples,Indemne
201600002141,Deux véhicules - frontale,Blessé hospitalisé
201600002141,Deux véhicules - frontale,Indemne
201600002142,Deux véhicules - frontale,Indemne
201600002142,Deux véhicules - frontale,Indemne
201600002142,Deux véhicules - frontale,Blessé léger
201600002142,Deux véhicules - frontale,Indemne
201600002143,Deux véhicules - frontale,Blessé léger
201600002143,Deux véhicules - frontale,Indemne
201600002144,Autre collision,Indemne
201600002144,Autre collision,Blessé hospitalisé
201600002145,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002145,Deux véhicules - par l'arrière,Indemne
201600002146,Deux véhicules - frontale,Blessé hospitalisé
201600002146,Deux véhicules - frontale,Blessé léger
201600002146,Deux véhicules - frontale,Blessé hospitalisé
201600002147,Sans collision,Tué
201600002148,Autre collision,Indemne
201600002148,Autre collision,Indemne
201600002148,Autre collision,Indemne
201600002148,Autre collision,Blessé hospitalisé
201600002149,Sans collision,Blessé hospitalisé
201600002150,Deux véhicules - par le côté,Blessé hospitalisé
201600002150,Deux véhicules - par le côté,Tué
201600002151,Autre collision,Indemne
201600002151,Autre collision,Tué
201600002151,Autre collision,Blessé hospitalisé
201600002152,Autre collision,Indemne
201600002152,Autre collision,Blessé léger
201600002153,Autre collision,Blessé hospitalisé
201600002154,Deux véhicules - par le côté,Blessé léger
201600002154,Deux véhicules - par le côté,Indemne
201600002155,Deux véhicules - par le côté,Indemne
201600002155,Deux véhicules - par le côté,Blessé hospitalisé
201600002156,Deux véhicules - par le côté,Indemne
201600002156,Deux véhicules - par le côté,Blessé léger
201600002157,Sans collision,Blessé hospitalisé
201600002158,Sans collision,Indemne
201600002158,Sans collision,Blessé hospitalisé
201600002159,Deux véhicules - par le côté,Indemne
201600002159,Deux véhicules - par le côté,Blessé hospitalisé
201600002160,Autre collision,Blessé hospitalisé
201600002161,Deux véhicules - par l'arrière,Indemne
201600002161,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002162,Autre collision,Indemne
201600002162,Autre collision,Tué
201600002163,Autre collision,Blessé hospitalisé
201600002164,Autre collision,Blessé hospitalisé
201600002164,Autre collision,Blessé hospitalisé
201600002164,Autre collision,Blessé léger
201600002165,Sans collision,Blessé léger
201600002166,Autre collision,Blessé hospitalisé
201600002166,Autre collision,Blessé léger
201600002167,Autre collision,Blessé hospitalisé
201600002168,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002168,Deux véhicules - par l'arrière,Indemne
201600002169,Deux véhicules - par le côté,Blessé léger
201600002169,Deux véhicules - par le côté,Indemne
201600002170,Deux véhicules - frontale,Blessé hospitalisé
201600002170,Deux véhicules - frontale,Tué
201600002170,Deux véhicules - frontale,Blessé hospitalisé
201600002171,Sans collision,Indemne
201600002171,Sans collision,Indemne
201600002171,Sans collision,Blessé hospitalisé
201600002172,Sans collision,Indemne
201600002172,Sans collision,Blessé hospitalisé
201600002173,Deux véhicules - par le côté,Blessé léger
201600002173,Deux véhicules - par le côté,Indemne
201600002173,Deux véhicules - par le côté,Blessé hospitalisé
201600002174,Sans collision,Blessé hospitalisé
201600002174,Sans collision,Blessé léger
201600002175,Autre collision,Blessé hospitalisé
201600002176,Deux véhicules - par le côté,Indemne
201600002176,Deux véhicules - par le côté,Blessé hospitalisé
201600002177,Deux véhicules - par le côté,Blessé léger
201600002177,Deux véhicules - par le côté,Blessé léger
201600002177,Deux véhicules - par le côté,Blessé léger
201600002178,Autre collision,Indemne
201600002178,Autre collision,Blessé hospitalisé
201600002179,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002179,Deux véhicules - par l'arrière,Indemne
201600002180,Deux véhicules - par le côté,Blessé hospitalisé
201600002180,Deux véhicules - par le côté,Blessé léger
201600002181,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002181,Trois véhicules et plus - collisions multiples,Indemne
201600002181,Trois véhicules et plus - collisions multiples,Tué
201600002181,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600002182,Deux véhicules - par l'arrière,Blessé hospitalisé
201600002182,Deux véhicules - par l'arrière,Indemne
201600002182,Deux véhicules - par l'arrière,Indemne
201600002183,Deux véhicules - par le côté,Blessé hospitalisé
201600002183,Deux véhicules - par le côté,Blessé hospitalisé
201600002184,Sans collision,Blessé hospitalisé
201600002185,Deux véhicules - par le côté,Blessé hospitalisé
201600002185,Deux véhicules - par le côté,Indemne
201600002186,Autre collision,Indemne
201600002186,Autre collision,Blessé hospitalisé
201600002187,Autre collision,Tué
201600002188,Deux véhicules - frontale,Tué
201600002188,Deux véhicules - frontale,Indemne
201600002189,Autre collision,Blessé hospitalisé
201600002190,Deux véhicules - frontale,Indemne
201600002190,Deux véhicules - frontale,Blessé hospitalisé
201600002191,Sans collision,Tué
201600002192,Trois véhicules et plus - en chaîne,Indemne
201600002192,Trois véhicules et plus - en chaîne,Indemne
201600002192,Trois véhicules et plus - en chaîne,Indemne
201600002192,Trois véhicules et plus - en chaîne,Indemne
201600002192,Trois véhicules et plus - en chaîne,Blessé hospitalisé
201600002192,Trois véhicules et plus - en chaîne,Blessé hospitalisé
201600002192,Trois véhicules et plus - en chaîne,Indemne
201600002193,Autre collision,Indemne
201600002193,Autre collision,Tué
201600002194,Sans collision,Blessé hospitalisé
201600002195,Autre collision,Indemne
201600002195,Autre collision,Tué
201600002196,Sans collision,Blessé hospitalisé
201600002197,Sans collision,Blessé hospitalisé
201600002198,Sans collision,Blessé hospitalisé
201600002198,Sans collision,Blessé hospitalisé
201600002198,Sans collision,Blessé hospitalisé
201600002199,Sans collision,Blessé hospitalisé
201600002200,Deux véhicules - par le côté,Blessé léger
201600002200,Deux véhicules - par le côté,Indemne
201600002201,Deux véhicules - frontale,Indemne
201600002201,Deux véhicules - frontale,Blessé hospitalisé
201600002202,Autre collision,Indemne
201600002202,Autre collision,Tué
201600002203,Sans collision,Blessé hospitalisé
201600002203,Sans collision,Blessé léger
201600002204,Deux véhicules - par le côté,Indemne
201600002204,Deux véhicules - par le côté,Blessé hospitalisé
