Num_Acc,catr,grav
201600001949,Route départementale,Blessé hospitalisé
201600001950,Route départementale,Indemne
201600001950,Route départementale,Tué
201600001951,Route départementale,Blessé hospitalisé
201600001951,Route départementale,Blessé hospitalisé
201600001951,Route départementale,Blessé hospitalisé
201600001952,Voie communale,Indemne
201600001952,Voie communale,Blessé hospitalisé
201600001953,Route départementale,Blessé hospitalisé
201600001954,Route départementale,Tué
201600001955,Route départementale,Blessé hospitalisé
201600001956,Route nationale,Tué
201600001957,Voie communale,Blessé hospitalisé
201600001957,Voie communale,Indemne
201600001958,Voie communale,Indemne
201600001958,Voie communale,Blessé hospitalisé
201600001959,Route départementale,Blessé hospitalisé
201600001959,Route départementale,Indemne
201600001960,Route départementale,Blessé hospitalisé
201600001961,Route départementale,Indemne
201600001961,Route départementale,Blessé léger
201600001962,Route départementale,Blessé hospitalisé
201600001962,Route départementale,Indemne
201600001963,Route départementale,Indemne
201600001963,Route départementale,Blessé hospitalisé
201600001964,Route départementale,Blessé hospitalisé
201600001964,Route départementale,Indemne
201600001965,Route départementale,Tué
201600001965,Route départementale,Blessé léger
201600001966,Route départementale,Indemne
201600001966,Route départementale,Blessé hospitalisé
201600001967,Route départementale,Blessé hospitalisé
201600001967,Route départementale,Blessé léger
201600001968,Voie communale,Blessé hospitalisé
201600001969,Route départementale,Indemne
201600001969,Route départementale,Blessé léger
201600001969,Route départementale,Indemne
201600001969,Route départementale,Indemne
201600001969,Route départementale,Indemne
201600001969,Route départementale,Blessé léger
201600001970,Route départementale,Blessé léger
201600001970,Route départementale,Indemne
201600001971,Route départementale,Blessé hospitalisé
201600001972,Voie communale,Indemne
201600001972,Voie communale,Blessé hospitalisé
201600001972,Voie communale,Indemne
201600001973,Route départementale,Blessé léger
201600001974,Route départementale,Blessé hospitalisé
201600001975,Route départementale,Blessé hospitalisé
201600001975,Route départementale,Blessé hospitalisé
201600001976,Route départementale,Indemne
201600001976,Route départementale,Indemne
201600001976,Route départementale,Indemne
201600001976,Route départementale,Blessé hospitalisé
201600001976,Route départementale,Blessé léger
201600001977,Route départementale,Indemne
201600001977,Route départementale,Blessé hospitalisé
201600001978,Route départementale,Blessé hospitalisé
201600001979,Route départementale,Blessé hospitalisé
201600001979,Route départementale,Blessé léger
201600001979,Route départementale,Blessé léger
201600001979,Route départementale,Blessé léger
201600001980,Route départementale,Blessé hospitalisé
201600001981,Route départementale,Blessé hospitalisé
201600001981,Route départementale,Indemne
201600001982,Route départementale,Blessé hospitalisé
201600001983,Route départementale,Blessé léger
201600001984,Route départementale,Indemne
201600001984,Route départementale,Blessé hospitalisé
201600001985,Route départementale,Blessé hospitalisé
201600001985,Route départementale,Blessé léger
201600001985,Route départementale,Indemne
201600001986,Route départementale,Indemne
201600001986,Route départementale,Blessé hospitalisé
201600001986,Route départementale,Blessé léger
201600001987,Route départementale,Indemne
201600001987,Route départementale,Blessé hospitalisé
201600001987,Route départementale,Blessé hospitalisé
201600001988,Route départementale,Indemne
201600001988,Route départementale,Blessé hospitalisé
201600001989,Route départementale,Indemne
201600001989,Route départementale,Blessé hospitalisé
201600001990,Route départementale,Blessé hospitalisé
201600001990,Route départementale,Indemne
201600001991,Route départementale,Blessé léger
201600001992,Route départementale,Indemne
201600001992,Route départementale,Blessé hospitalisé
201600001993,Route départementale,Blessé léger
201600001993,Route départementale,Blessé hospitalisé
201600001993,Route départementale,Blessé léger
201600001993,Route départementale,Blessé léger
201600001994,Route départementale,Blessé hospitalisé
201600001995,Route départementale,Blessé hospitalisé
201600001995,Route départementale,Blessé léger
201600001996,Route départementale,Indemne
201600001996,Route départementale,Indemne
201600001996,Route départementale,Blessé hospitalisé
201600001997,Route départementale,Blessé hospitalisé
201600001997,Route départementale,Indemne
201600001998,Route départementale,Indemne
201600001998,Route départementale,Tué
201600001999,Route départementale,Blessé hospitalisé
201600002000,Route départementale,Blessé hospitalisé
201600002001,Route départementale,Blessé hospitalisé
201600002001,Route départementale,Blessé léger
201600002002,Route départementale,Blessé hospitalisé
201600002003,Route départementale,Indemne
201600002003,Route départementale,Tué
201600002004,Route départementale,Blessé hospitalisé
201600002005,Route départementale,Blessé léger
201600002005,Route départementale,Blessé léger
201600002006,Route départementale,Blessé hospitalisé
201600002006,Route départementale,Indemne
201600002006,Route départementale,Indemne
201600002007,Voie communale,Tué
201600002008,Route départementale,Blessé hospitalisé
201600002008,Route départementale,Blessé hospitalisé
201600002009,Route départementale,Blessé hospitalisé
201600002010,Voie communale,Blessé hospitalisé
201600002010,Voie communale,Blessé léger
201600002011,Route départementale,Blessé léger
201600002011,Route départementale,Indemne
201600002012,Voie communale,Blessé hospitalisé
201600002012,Voie communale,Indemne
201600002013,Route nationale,Tué
201600002013,Route nationale,Indemne
201600002013,Route nationale,Blessé hospitalisé
201600002013,Route nationale,Blessé hospitalisé
201600002014,Route départementale,Indemne
201600002014,Route départementale,Indemne
201600002014,Route départementale,Blessé hospitalisé
201600002015,Voie communale,Tué
201600002016,Voie communale,Indemne
201600002016,Voie communale,Blessé hospitalisé
201600002017,Route départementale,Indemne
201600002017,Route départementale,Indemne
201600002017,Route départementale,Blessé léger
201600002018,Voie communale,Blessé léger
201600002019,Route départementale,Indemne
201600002019,Route départementale,Blessé léger
201600002019,Route départementale,Blessé léger
201600002019,Route départementale,Blessé léger
201600002020,Voie communale,Blessé hospitalisé
201600002021,Parc de stationnement ouvert à la circulation publique,Indemne
201600002021,Parc de stationnement ouvert à la circulation publique,Blessé hospitalisé
201600002022,Voie communale,Blessé hospitalisé
201600002023,Route départementale,Blessé hospitalisé
201600002024,Route départementale,Indemne
201600002024,Route départementale,Blessé hospitalisé
201600002025,Route nationale,Indemne
201600002025,Route nationale,Blessé hospitalisé
201600002026,Voie communale,Blessé hospitalisé
201600002026,Voie communale,Indemne
201600002027,Route départementale,Tué
201600002028,Route départementale,Indemne
201600002028,Route départementale,Blessé hospitalisé
201600002029,Route départementale,Indemne
201600002029,Route départementale,Blessé hospitalisé
201600002030,Route départementale,Blessé hospitalisé
201600002030,Route départementale,Indemne
201600002031,Route départementale,Blessé hospitalisé
201600002031,Route départementale,Blessé hospitalisé
201600002032,Route départementale,Blessé hospitalisé
201600002032,Route départementale,Blessé léger
201600002033,Route départementale,Tué
201600002033,Route départementale,Tué
201600002034,Route départementale,Blessé hospitalisé
201600002034,Route départementale,Blessé léger
201600002035,Route départementale,Indemne
201600002035,Route départementale,Blessé léger
201600002036,Voie communale,Tué
201600002036,Voie communale,Blessé hospitalisé
201600002036,Voie communale,Indemne
201600002037,Voie communale,Blessé léger
201600002037,Voie communale,Blessé hospitalisé
201600002038,Route départementale,Blessé léger
201600002039,Route départementale,Indemne
201600002039,Route départementale,Blessé hospitalisé
201600002040,Voie communale,Indemne
201600002040,Voie communale,Blessé léger
201600002041,Route départementale,Indemne
201600002041,Route départementale,Blessé léger
201600002042,Route départementale,Blessé léger
201600002043,Route départementale,Blessé léger
201600002044,Route départementale,Blessé léger
201600002045,Route départementale,Blessé hospitalisé
201600002045,Route départementale,Indemne
201600002046,Route départementale,Blessé léger
201600002047,Voie communale,Blessé hospitalisé
201600002048,Route départementale,Indemne
201600002048,Route départementale,Blessé léger
201600002049,Route départementale,Blessé hospitalisé
201600002049,Route départementale,Blessé léger
201600002049,Route départementale,Indemne
201600002049,Route départementale,Blessé léger
201600002050,Route départementale,Blessé léger
201600002050,Route départementale,Blessé hospitalisé
201600002051,Route départementale,Indemne
201600002051,Route départementale,Blessé léger
201600002052,Route départementale,Blessé hospitalisé
201600002053,Route départementale,Indemne
201600002053,Route départementale,Blessé hospitalisé
201600002054,Route départementale,Indemne
201600002054,Route départementale,Blessé hospitalisé
201600002055,Route départementale,Blessé hospitalisé
201600002055,Route départementale,Blessé hospitalisé
201600002055,Route départementale,Blessé léger
201600002055,Route départementale,Blessé léger
201600002056,Route départementale,Tué
201600002056,Route départementale,Blessé hospitalisé
201600002057,Route départementale,Indemne
201600002057,Route départementale,Tué
201600002057,Route départementale,Indemne
201600002057,Route départementale,Indemne
201600002057,Route départementale,Blessé léger
201600002058,Route départementale,Blessé hospitalisé
201600002059,Route départementale,Blessé hospitalisé
201600002060,Route départementale,Indemne
201600002060,Route départementale,Tué
201600002061,Voie communale,Blessé hospitalisé
201600002062,Route départementale,Indemne
201600002062,Route départementale,Indemne
201600002062,Route départementale,Blessé hospitalisé
201600002063,Route départementale,Blessé hospitalisé
201600002063,Route départementale,Blessé hospitalisé
201600002064,Route départementale,Indemne
201600002064,Route départementale,Blessé hospitalisé
201600002065,Route départementale,Indemne
201600002065,Route départementale,Indemne
201600002065,Route départementale,Indemne
201600002065,Route départementale,Blessé hospitalisé
201600002066,Route départementale,Indemne
201600002066,Route départementale,Blessé léger
201600002067,Route départementale,Tué
201600002067,Route départementale,Blessé léger
201600002068,Route départementale,Indemne
201600002068,Route départementale,Indemne
201600002068,Route départementale,Indemne
201600002068,Route départementale,Blessé hospitalisé
201600002068,Route départementale,Blessé léger
201600002068,Route départementale,Blessé léger
201600002068,Route départementale,Blessé léger
201600002069,Route départementale,Blessé léger
201600002069,Route départementale,Blessé hospitalisé
201600002069,Route départementale,Blessé hospitalisé
201600002070,Route départementale,Blessé hospitalisé
201600002070,Route départementale,Blessé hospitalisé
201600002070,Route départementale,Blessé léger
201600002070,Route départementale,Blessé léger
201600002070,Route départementale,Blessé léger
201600002070,Route départementale,Blessé léger
201600002070,Route départementale,Blessé léger
201600002070,Route départementale,Blessé léger
201600002070,Route départementale,Blessé léger
201600002071,Route départementale,Blessé hospitalisé
201600002072,Route départementale,Indemne
201600002072,Route départementale,Blessé hospitalisé
201600002073,Voie communale,Blessé hospitalisé
201600002073,Voie communale,Indemne
201600002074,Route départementale,Blessé hospitalisé
201600002075,Route départementale,Indemne
201600002075,Route départementale,Indemne
201600002075,Route départementale,Indemne
201600002075,Route départementale,Blessé hospitalisé
201600002076,Route départementale,Blessé hospitalisé
201600002077,Route départementale,Blessé hospitalisé
201600002077,Route départementale,Blessé hospitalisé
201600002077,Route départementale,Blessé hospitalisé
201600002078,Route départementale,Blessé hospitalisé
201600002079,Route départementale,Indemne
201600002079,Route départementale,Blessé hospitalisé
201600002080,Route départementale,Blessé léger
201600002080,Route départementale,Blessé hospitalisé
201600002080,Route départementale,Blessé hospitalisé
201600002081,Voie communale,Blessé hospitalisé
201600002081,Voie communale,Blessé léger
201600002082,Voie communale,Blessé léger
201600002082,Voie communale,Indemne
201600002083,Route départementale,Blessé hospitalisé
201600002083,Route départementale,Indemne
201600002084,Route départementale,Blessé hospitalisé
201600002084,Route départementale,Blessé hospitalisé
201600002084,Route départementale,Indemne
201600002085,Route départementale,Blessé hospitalisé
201600002085,Route départementale,Indemne
201600002086,Voie communale,Blessé hospitalisé
201600002087,Route départementale,Blessé hospitalisé
201600002088,Route départementale,Blessé hospitalisé
201600002088,Route départementale,Indemne
201600002088,Route départementale,Indemne
201600002089,Route départementale,Tué
201600002089,Route départementale,Blessé hospitalisé
201600002090,Route départementale,Blessé hospitalisé
201600002091,Route départementale,Blessé hospitalisé
201600002091,Route départementale,Blessé léger
201600002091,Route départementale,Blessé léger
201600002092,Route départementale,Blessé léger
201600002093,Route départementale,Blessé hospitalisé
201600002093,Route départementale,Indemne
201600002094,Voie communale,Indemne
201600002094,Voie communale,Tué
201600002095,Voie communale,Indemne
201600002095,Voie communale,Blessé hospitalisé
201600002096,Route départementale,Indemne
201600002096,Route départementale,Blessé hospitalisé
201600002097,Route départementale,Blessé hospitalisé
201600002097,Route départementale,Indemne
201600002098,Voie communale,Blessé hospitalisé
201600002098,Voie communale,Blessé hospitalisé
201600002099,Voie communale,Blessé léger
201600002099,Voie communale,Indemne
201600002100,Voie communale,Blessé hospitalisé
201600002100,Voie communale,Indemne
201600002101,Route départementale,Indemne
201600002101,Route départementale,Blessé hospitalisé
201600002101,Route départementale,Blessé léger
201600002102,Route départementale,Blessé léger
201600002102,Route départementale,Blessé hospitalisé
201600002102,Route départementale,Blessé léger
201600002103,Route départementale,Indemne
201600002103,Route départementale,Blessé hospitalisé
201600002103,Route départementale,Blessé hospitalisé
201600002104,Voie communale,Blessé léger
201600002104,Voie communale,Indemne
201600002105,Voie communale,Indemne
201600002105,Voie communale,Blessé hospitalisé
201600002106,Route départementale,Blessé hospitalisé
201600002107,Route départementale,Blessé hospitalisé
201600002108,Voie communale,Indemne
201600002108,Voie communale,Blessé hospitalisé
201600002109,Route départementale,Indemne
201600002109,Route départementale,Blessé léger
201600002109,Route départementale,Indemne
201600002110,Route départementale,Tué
201600002111,Route départementale,Indemne
201600002111,Route départementale,Blessé hospitalisé
201600002112,Route départementale,Blessé hospitalisé
201600002113,Route départementale,Blessé hospitalisé
201600002114,Route départementale,Blessé léger
201600002114,Route départementale,Tué
201600002115,Route départementale,Blessé hospitalisé
201600002116,Route départementale,Blessé hospitalisé
201600002116,Route départementale,Blessé hospitalisé
201600002117,Route départementale,Blessé hospitalisé
201600002117,Route départementale,Indemne
201600002118,Voie communale,Indemne
201600002118,Voie communale,Blessé hospitalisé
201600002119,Parc de stationnement ouvert à la circulation publique,Indemne
201600002119,Parc de stationnement ouvert à la circulation publique,Indemne
201600002119,Parc de stationnement ouvert à la circulation publique,Blessé hospitalisé
201600002120,Route départementale,Blessé hospitalisé
201600002120,Route départementale,Indemne
201600002120,Route départementale,Blessé léger
201600002120,Route départementale,Blessé léger
201600002121,Route départementale,Indemne
201600002121,Route départementale,Blessé léger
201600002122,Route départementale,Indemne
201600002122,Route départementale,Blessé hospitalisé
201600002123,Route départementale,Indemne
201600002123,Route départementale,Indemne
201600002123,Route départementale,Blessé hospitalisé
201600002124,Route départementale,Tué
201600002125,Autre,Tué
201600002125,Autre,Tué
201600002126,Route départementale,Indemne
201600002126,Route départementale,Blessé léger
201600002127,Route départementale,Blessé léger
201600002127,Route départementale,Blessé léger
201600002128,Route départementale,Indemne
201600002128,Route départementale,Blessé hospitalisé
201600002129,Route départementale,Blessé hospitalisé
201600002130,Route départementale,Blessé hospitalisé
201600002130,Route départementale,Indemne
201600002131,Route départementale,Indemne
201600002131,Route départementale,Indemne
201600002131,Route départementale,Blessé hospitalisé
201600002131,Route départementale,Blessé léger
201600002132,Route départementale,Blessé hospitalisé
201600002133,Route départementale,Blessé hospitalisé
201600002133,Route départementale,Tué
201600002133,Route départementale,Blessé hospitalisé
201600002134,Parc de stationnement ouvert à la circulation publique,Blessé hospitalisé
201600002134,Parc de stationnement ouvert à la circulation publique,Blessé léger
201600002135,Route départementale,Blessé hospitalisé
201600002135,Route départementale,Indemne
201600002135,Route départementale,Indemne
201600002136,Route départementale,Blessé hospitalisé
201600002137,Voie communale,Indemne
201600002137,Voie communale,Indemne
201600002137,Voie communale,Blessé hospitalisé
201600002138,Route départementale,Indemne
201600002138,Route départementale,Blessé hospitalisé
201600002139,Autre,Indemne
201600002139,Autre,Blessé hospitalisé
201600002140,Route départementale,Blessé hospitalisé
201600002140,Route départementale,Blessé hospitalisé
201600002140,Route départementale,Indemne
201600002141,Route départementale,Blessé hospitalisé
201600002141,Route départementale,Indemne
201600002142,Route départementale,Indemne
201600002142,Route départementale,Indemne
201600002142,Route départementale,Blessé léger
201600002142,Route départementale,Indemne
201600002143,Route départementale,Blessé léger
201600002143,Route départementale,Indemne
201600002144,Parc de stationnement ouvert à la circulation publique,Indemne
201600002144,Parc de stationnement ouvert à la circulation publique,Blessé hospitalisé
201600002145,Route départementale,Blessé hospitalisé
201600002145,Route départementale,Indemne
201600002146,Route départementale,Blessé hospitalisé
201600002146,Route départementale,Blessé léger
201600002146,Route départementale,Blessé hospitalisé
201600002147,Route départementale,Tué
201600002148,Route nationale,Indemne
201600002148,Route nationale,Indemne
201600002148,Route nationale,Indemne
201600002148,Route nationale,Blessé hospitalisé
201600002149,Route départementale,Blessé hospitalisé
201600002150,Route départementale,Blessé hospitalisé
201600002150,Route départementale,Tué
201600002151,Voie communale,Indemne
201600002151,Voie communale,Tué
201600002151,Voie communale,Blessé hospitalisé
201600002152,Route départementale,Indemne
201600002152,Route départementale,Blessé léger
201600002153,Route départementale,Blessé hospitalisé
201600002154,Route départementale,Blessé léger
201600002154,Route départementale,Indemne
201600002155,Route nationale,Indemne
201600002155,Route nationale,Blessé hospitalisé
201600002156,Autre,Indemne
201600002156,Autre,Blessé léger
201600002157,Route départementale,Blessé hospitalisé
201600002158,Route départementale,Indemne
201600002158,Route départementale,Blessé hospitalisé
201600002159,Route départementale,Indemne
201600002159,Route départementale,Blessé hospitalisé
201600002160,Route départementale,Blessé hospitalisé
201600002161,Route départementale,Indemne
201600002161,Route départementale,Blessé hospitalisé
201600002162,Voie communale,Indemne
201600002162,Voie communale,Tué
201600002163,Route départementale,Blessé hospitalisé
201600002164,Route départementale,Blessé hospitalisé
201600002164,Route départementale,Blessé hospitalisé
201600002164,Route départementale,Blessé léger
201600002165,Route départementale,Blessé léger
201600002166,Route départementale,Blessé hospitalisé
201600002166,Route départementale,Blessé léger
201600002167,Route départementale,Blessé hospitalisé
201600002168,Route départementale,Blessé hospitalisé
201600002168,Route départementale,Indemne
201600002169,Route départementale,Blessé léger
201600002169,Route départementale,Indemne
201600002170,Route départementale,Blessé hospitalisé
201600002170,Route départementale,Tué
201600002170,Route départementale,Blessé hospitalisé
201600002171,Route départementale,Indemne
201600002171,Route départementale,Indemne
201600002171,Route départementale,Blessé hospitalisé
201600002172,Route départementale,Indemne
201600002172,Route départementale,Blessé hospitalisé
201600002173,Route départementale,Blessé léger
201600002173,Route départementale,Indemne
201600002173,Route départementale,Blessé hospitalisé
201600002174,Route départementale,Blessé hospitalisé
201600002174,Route départementale,Blessé léger
201600002175,Route départementale,Blessé hospitalisé
201600002176,Route départementale,Indemne
201600002176,Route départementale,Blessé hospitalisé
201600002177,Route départementale,Blessé léger
201600002177,Route départementale,Blessé léger
201600002177,Route départementale,Blessé léger
201600002178,Route départementale,Indemne
201600002178,Route départementale,Blessé hospitalisé
201600002179,Route nationale,Blessé hospitalisé
201600002179,Route nationale,Indemne
201600002180,Route départementale,Blessé hospitalisé
201600002180,Route départementale,Blessé léger
201600002181,Route nationale,Blessé hospitalisé
201600002181,Route nationale,Indemne
201600002181,Route nationale,Tué
201600002181,Route nationale,Blessé hospitalisé
201600002182,Route nationale,Blessé hospitalisé
201600002182,Route nationale,Indemne
201600002182,Route nationale,Indemne
201600002183,Voie communale,Blessé hospitalisé
201600002183,Voie communale,Blessé hospitalisé
201600002184,Voie communale,Blessé hospitalisé
201600002185,Voie communale,Blessé hospitalisé
201600002185,Voie communale,Indemne
201600002186,Route nationale,Indemne
201600002186,Route nationale,Blessé hospitalisé
201600002187,Route départementale,Tué
201600002188,Route départementale,Tué
201600002188,Route départementale,Indemne
201600002189,Route nationale,Blessé hospitalisé
201600002190,Route départementale,Indemne
201600002190,Route départementale,Blessé hospitalisé
201600002191,Voie communale,Tué
201600002192,Route nationale,Indemne
201600002192,Route nationale,Indemne
201600002192,Route nationale,Indemne
201600002192,Route nationale,Indemne
201600002192,Route nationale,Blessé hospitalisé
201600002192,Route nationale,Blessé hospitalisé
201600002192,Route nationale,Indemne
201600002193,Route nationale,Indemne
201600002193,Route nationale,Tué
201600002194,Voie communale,Blessé hospitalisé
201600002195,Route départementale,Indemne
201600002195,Route départementale,Tué
201600002196,Route départementale,Blessé hospitalisé
201600002197,Route départementale,Blessé hospitalisé
201600002198,Route départementale,Blessé hospitalisé
201600002198,Route départementale,Blessé hospitalisé
201600002198,Route départementale,Blessé hospitalisé
201600002199,Route départementale,Blessé hospitalisé
201600002200,Route départementale,Blessé léger
201600002200,Route départementale,Indemne
201600002201,Route nationale,Indemne
201600002201,Route nationale,Blessé hospitalisé
201600002202,Route départementale,Indemne
201600002202,Route départementale,Tué
201600002203,Route départementale,Blessé hospitalisé
201600002203,Route départementale,Blessé léger
201600002204,Route départementale,Indemne
201600002204,Route départementale,Blessé hospitalisé
201600002205,Voie communale,Blessé léger
201600002205,Voie communale,Indemne
201600002206,Route départementale,Indemne
201600002206,Route départementale,Blessé hospitalisé
201600002206,Route départementale,Blessé léger
201600002206,Route départementale,Blessé léger
201600002207,Voie communale,Indemne
201600002207,Voie communale,Blessé hospitalisé
201600002208,Voie communale,Indemne
201600002208,Voie communale,Tué
201600002209,Route départementale,Tué
201600002210,Voie communale,Indemne
201600002210,Voie communale,Blessé hospitalisé
201600002211,Route départementale,Blessé léger
201600002211,Route départementale,Blessé léger
201600002212,Voie communale,Indemne
201600002212,Voie communale,Blessé léger
201600002213,Voie communale,Indemne
201600002213,Voie communale,Tué
201600002214,Route départementale,Blessé hospitalisé
201600002214,Route départementale,Indemne
201600002214,Route départementale,Blessé hospitalisé
201600002215,Route départementale,Blessé léger
201600002216,Voie communale,Blessé hospitalisé
201600002217,Route départementale,Indemne
201600002217,Route départementale,Blessé hospitalisé
201600002218,Route départementale,Blessé hospitalisé
201600002218,Route départementale,Blessé léger
201600002219,Route départementale,Indemne
201600002219,Route départementale,Blessé hospitalisé
201600002219,Route départementale,Blessé hospitalisé
201600002220,Route départementale,Indemne
201600002220,Route départementale,Blessé hospitalisé
201600002221,Route départementale,Blessé hospitalisé
201600002221,Route départementale,Blessé léger
201600002221,Route départementale,Blessé léger
201600002221,Route départementale,Blessé léger
201600002222,Route départementale,Blessé hospitalisé
201600002222,Route départementale,Blessé hospitalisé
201600002222,Route départementale,Blessé léger
201600002223,Route départementale,Blessé hospitalisé
201600002223,Route départementale,Indemne
201600002224,Route départementale,Blessé hospitalisé
201600002224,Route départementale,Blessé léger
201600002224,Route départementale,Blessé léger
201600002225,Route départementale,Blessé hospitalisé
201600002226,Route départementale,Tué
201600002227,Route départementale,Indemne
201600002227,Route départementale,Blessé hospitalisé
201600002227,Route départementale,Blessé hospitalisé
201600002228,Route départementale,Blessé hospitalisé
201600002229,Route départementale,Tué
201600002229,Route départementale,Blessé hospitalisé
201600002229,Route départementale,Blessé léger
201600002230,Route départementale,Blessé hospitalisé
201600002231,Route départementale,Blessé hospitalisé
201600002232,Route départementale,Blessé hospitalisé
201600002233,Route départementale,Indemne
201600002233,Route départementale,Blessé hospitalisé
201600002234,Route départementale,Indemne
201600002234,Route départementale,Indemne
201600002234,Route départementale,Blessé hospitalisé
201600002234,Route départementale,Indemne
201600002234,Route départementale,Blessé hospitalisé
201600002235,Route départementale,Blessé léger
201600002236,Route départementale,Indemne
201600002236,Route départementale,Blessé hospitalisé
201600002237,Route départementale,Indemne
201600002237,Route départementale,Blessé hospitalisé
201600002237,Route départementale,Blessé hospitalisé
201600002237,Route départementale,Blessé hospitalisé
201600002237,Route départementale,Blessé hospitalisé
201600002237,Route départementale,Blessé hospitalisé
201600002237,Route départementale,Blessé hospitalisé
201600002238,Route départementale,Blessé hospitalisé
201600002238,Route départementale,Indemne
201600002239,Route départementale,Blessé hospitalisé
201600002239,Route départementale,Blessé hospitalisé
201600002240,Voie communale,Blessé hospitalisé
201600002241,Route départementale,Blessé hospitalisé
201600002241,Route départementale,Blessé léger
201600002241,Route départementale,Blessé léger
201600002241,Route départementale,Blessé léger
201600002241,Route départementale,Blessé léger
201600002241,Route départementale,Blessé hospitalisé
201600002242,Route départementale,Blessé hospitalisé
201600002242,Route départementale,Blessé hospitalisé
201600002243,Route départementale,Tué
201600002243,Route départementale,Blessé hospitalisé
201600002243,Route départementale,Blessé hospitalisé
201600002244,Route départementale,Blessé hospitalisé
201600002245,Route départementale,Blessé hospitalisé
201600002245,Route départementale,Indemne
201600002245,Route départementale,Indemne
201600002245,Route départementale,Indemne
201600002245,Route départementale,Blessé léger
201600002245,Route départementale,Blessé léger
201600002246,Route départementale,Blessé hospitalisé
201600002246,Route départementale,Indemne
201600002247,Route départementale,Blessé hospitalisé
201600002247,Route départementale,Blessé hospitalisé
201600002247,Route départementale,Blessé hospitalisé
201600002247,Route départementale,Blessé hospitalisé
201600002248,Route départementale,Blessé léger
201600002248,Route départementale,Indemne
201600002248,Route départementale,Blessé hospitalisé
201600002249,Route départementale,Blessé léger
201600002249,Route départementale,Blessé hospitalisé
201600002249,Route départementale,Blessé léger
201600002249,Route départementale,Blessé léger
201600002249,Route départementale,Indemne
201600002249,Route départementale,Indemne
201600002250,Route départementale,Indemne
201600002250,Route départementale,Blessé hospitalisé
201600002251,Voie communale,Tué
201600002251,Voie communale,Indemne
201600002251,Voie communale,Indemne
201600002252,Autre,Indemne
201600002252,Autre,Blessé hospitalisé
201600002253,Route départementale,Indemne
201600002253,Route départementale,Indemne
201600002253,Route départementale,Indemne
201600002253,Route départementale,Blessé hospitalisé
201600002253,Route départementale,Indemne
201600002253,Route départementale,Indemne
201600002253,Route départementale,Indemne
201600002254,Route départementale,Indemne
201600002254,Route départementale,Indemne
201600002254,Route départementale,Indemne
201600002254,Route départementale,Indemne
201600002254,Route départementale,Blessé léger
201600002255,Autre,Indemne
201600002255,Autre,Blessé léger
201600002256,Voie communale,Indemne
201600002256,Voie communale,Blessé léger
201600002257,Route départementale,Indemne
201600002257,Route départementale,Blessé léger
201600002258,Route départementale,Blessé hospitalisé
201600002258,Route départementale,Indemne
201600002259,Route départementale,Blessé hospitalisé
201600002259,Route départementale,Blessé hospitalisé
201600002260,Route départementale,Indemne
201600002260,Route départementale,Indemne
201600002260,Route départementale,Blessé hospitalisé
201600002261,Voie communale,Tué
201600002262,Voie communale,Blessé léger
201600002262,Voie communale,Blessé léger
201600002263,Route départementale,Indemne
201600002263,Route départementale,Blessé hospitalisé
201600002264,Route départementale,Indemne
201600002264,Route départementale,Blessé hospitalisé
201600002265,Route départementale,Tué
201600002265,Route départementale,Blessé hospitalisé
201600002265,Route départementale,Blessé hospitalisé
201600002265,Route départementale,Blessé hospitalisé
201600002266,Voie communale,Blessé hospitalisé
201600002266,Voie communale,Indemne
201600002267,Route départementale,Blessé hospitalisé
201600002268,Route départementale,Blessé hospitalisé
201600002269,Route départementale,Indemne
201600002269,Route départementale,Blessé hospitalisé
201600002270,Route départementale,Blessé hospitalisé
201600002270,Route départementale,Indemne
201600002271,Route départementale,Blessé léger
201600002271,Route départementale,Blessé hospitalisé
201600002272,Route départementale,Blessé hospitalisé
201600002273,Route départementale,Indemne
201600002273,Route départementale,Blessé léger
201600002274,Route départementale,Indemne
201600002274,Route départementale,Indemne
201600002274,Route départementale,Blessé hospitalisé
201600002275,Route départementale,Blessé léger
201600002275,Route départementale,Blessé léger
201600002275,Route départementale,Tué
201600002276,Voie communale,Blessé hospitalisé
201600002276,Voie communale,Blessé hospitalisé
201600002277,Route départementale,Blessé léger
201600002277,Route départementale,Blessé léger
201600002278,Route départementale,Tué
201600002279,Route départementale,Blessé hospitalisé
201600002279,Route départementale,Blessé hospitalisé
201600002279,Route départementale,Blessé hospitalisé
201600002280,Route départementale,Blessé hospitalisé
201600002280,Route départementale,Indemne
201600002281,Route départementale,Tué
201600002281,Route départementale,Blessé hospitalisé
201600002282,Route départementale,Blessé hospitalisé
201600002282,Route départementale,Indemne
201600002283,Route départementale,Blessé léger
201600002283,Route départementale,Blessé hospitalisé
201600002284,Route départementale,Blessé hospitalisé
201600002285,Route départementale,Blessé hospitalisé
201600002286,Route départementale,Indemne
201600002286,Route départementale,Blessé léger
201600002287,Route départementale,Indemne
201600002287,Route départementale,Blessé hospitalisé
201600002288,Route départementale,Blessé hospitalisé
201600002288,Route départementale,Indemne
201600002289,Route départementale,Tué
201600002290,Route départementale,Tué
201600002291,Route départementale,Indemne
201600002291,Route départementale,Tué
201600002292,Route départementale,Blessé hospitalisé
201600002292,Route départementale,Indemne
201600002293,Route départementale,Blessé hospitalisé
201600002293,Route départementale,Blessé hospitalisé
201600002294,Voie communale,Tué
201600002294,Voie communale,Blessé léger
201600002295,Route départementale,Blessé hospitalisé
