Num_Acc,lum,col,lat,long,weekday,catr,catv,catu,grav,sexe
201600001708,nuit avec eclairage public allume,Deux véhicules - par le côté,4619072.0,519672.0,lundi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001709,plein jour,Autre collision,4620236.0,524633.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001709,plein jour,Autre collision,4620236.0,524633.0,vendredi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001709,plein jour,Autre collision,4620236.0,524633.0,vendredi,Route départementale,VL seul,Piéton,Tué,Masculin
201600001710,nuit avec eclairage public allume,Deux véhicules - par le côté,4620084.0,519969.0,lundi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001710,nuit avec eclairage public allume,Deux véhicules - par le côté,4620084.0,519969.0,lundi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé léger,Masculin
201600001711,nuit sans éclairage public,Sans collision,4623617.0,519673.0,samedi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001712,nuit avec eclairage public allume,Deux véhicules - par le côté,4620901.0,523404.0,samedi,Route départementale,VU seul,Conducteur,Blessé léger,Masculin
201600001712,nuit avec eclairage public allume,Deux véhicules - par le côté,4620901.0,523404.0,samedi,Route départementale,VU seul,Passager,Blessé léger,Masculin
201600001712,nuit avec eclairage public allume,Deux véhicules - par le côté,4620901.0,523404.0,samedi,Route départementale,VU seul,Passager,Blessé léger,Masculin
201600001712,nuit avec eclairage public allume,Deux véhicules - par le côté,4620901.0,523404.0,samedi,Route départementale,VU seul,Passager,Blessé léger,Masculin
201600001712,nuit avec eclairage public allume,Deux véhicules - par le côté,4620901.0,523404.0,samedi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001713,plein jour,Deux véhicules - par le côté,4622798.0,522898.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001713,plein jour,Deux véhicules - par le côté,4622798.0,522898.0,vendredi,Route départementale,Cyclomoteur,Conducteur,Blessé léger,Masculin
201600001713,plein jour,Deux véhicules - par le côté,4622798.0,522898.0,vendredi,Route départementale,Cyclomoteur,Passager,Blessé léger,Féminin
201600001714,nuit sans éclairage public,Autre collision,4617287.0,519210.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600001715,plein jour,Deux véhicules - par le côté,4619814.0,522251.0,vendredi,Voie communale,Bicyclette,Conducteur,Blessé léger,Féminin
201600001715,plein jour,Deux véhicules - par le côté,4619814.0,522251.0,vendredi,Voie communale,VL seul,Conducteur,Indemne,Féminin
201600001716,crepuscule ou aube,Trois véhicules et plus - collisions multiples,4620848.0,520318.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600001716,crepuscule ou aube,Trois véhicules et plus - collisions multiples,4620848.0,520318.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001716,crepuscule ou aube,Trois véhicules et plus - collisions multiples,4620848.0,520318.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001717,plein jour,Deux véhicules - par le côté,4611429.0,513391.0,dimanche,Voie communale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001717,plein jour,Deux véhicules - par le côté,4611429.0,513391.0,dimanche,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600001718,plein jour,Deux véhicules - par le côté,4616483.0,522066.0,lundi,Voie communale,VL seul,Conducteur,Blessé léger,Féminin
201600001718,plein jour,Deux véhicules - par le côté,4616483.0,522066.0,lundi,Voie communale,VL seul,Conducteur,Blessé léger,Féminin
201600001718,plein jour,Deux véhicules - par le côté,4616483.0,522066.0,lundi,Voie communale,VL seul,Passager,Blessé léger,Féminin
201600001718,plein jour,Deux véhicules - par le côté,4616483.0,522066.0,lundi,Voie communale,VL seul,Passager,Blessé léger,Masculin
201600001719,nuit avec eclairage public allume,Deux véhicules - par le côté,4620019.0,521871.0,samedi,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600001719,nuit avec eclairage public allume,Deux véhicules - par le côté,4620019.0,521871.0,samedi,Voie communale,Cyclomoteur,Conducteur,Blessé hospitalisé,Masculin
201600001720,plein jour,Deux véhicules - par le côté,4619683.0,521043.0,mercredi,Voie communale,VL seul,Conducteur,Blessé léger,Féminin
201600001720,plein jour,Deux véhicules - par le côté,4619683.0,521043.0,mercredi,Voie communale,VL seul,Passager,Blessé léger,Féminin
201600001720,plein jour,Deux véhicules - par le côté,4619683.0,521043.0,mercredi,Voie communale,VL seul,Passager,Blessé léger,Masculin
201600001720,plein jour,Deux véhicules - par le côté,4619683.0,521043.0,mercredi,Voie communale,VL seul,Conducteur,Blessé léger,Masculin
201600001721,nuit avec eclairage public allume,Autre collision,4620026.0,522657.0,jeudi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001721,nuit avec eclairage public allume,Autre collision,4620026.0,522657.0,jeudi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001722,plein jour,Autre collision,4620952.0,522775.0,jeudi,Voie communale,VL seul,Conducteur,Indemne,Féminin
201600001722,plein jour,Autre collision,4620952.0,522775.0,jeudi,Voie communale,VL seul,Piéton,Blessé hospitalisé,Féminin
201600001723,plein jour,Autre collision,4620562.0,523612.0,lundi,Voie communale,VL seul,Conducteur,Indemne,Féminin
201600001723,plein jour,Autre collision,4620562.0,523612.0,lundi,Voie communale,VL seul,Passager,Indemne,Masculin
201600001723,plein jour,Autre collision,4620562.0,523612.0,lundi,Voie communale,Bicyclette,Conducteur,Blessé léger,Masculin
201600001724,plein jour,Deux véhicules - frontale,4620897.0,523752.0,jeudi,Voie communale,Bicyclette,Conducteur,Blessé léger,Masculin
201600001725,nuit avec eclairage public non allume,Autre collision,4846999.0,1650.0,vendredi,Route départementale,Motocyclette > 50 cm3 et <= 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001726,plein jour,Deux véhicules - par l'arrière,4846714.0,-9698.0,dimanche,Route nationale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001726,plein jour,Deux véhicules - par l'arrière,4846714.0,-9698.0,dimanche,Route nationale,VL seul,Passager,Blessé hospitalisé,Féminin
201600001726,plein jour,Deux véhicules - par l'arrière,4846714.0,-9698.0,dimanche,Route nationale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001726,plein jour,Deux véhicules - par l'arrière,4846714.0,-9698.0,dimanche,Route nationale,VL seul,Passager,Blessé hospitalisé,Féminin
201600001727,plein jour,Autre collision,4853675.0,780.0,jeudi,Route départementale,VU seul,Conducteur,Blessé hospitalisé,Masculin
201600001728,plein jour,Autre collision,4854775.0,-9050.0,jeudi,Route départementale,Motocyclette > 50 cm3 et <= 125 cm3,Conducteur,Tué,Masculin
201600001729,plein jour,Deux véhicules - frontale,4852102.0,36406.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001729,plein jour,Deux véhicules - frontale,4852102.0,36406.0,jeudi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001729,plein jour,Deux véhicules - frontale,4852102.0,36406.0,jeudi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001730,plein jour,Deux véhicules - frontale,4858954.0,15872.0,jeudi,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600001730,plein jour,Deux véhicules - frontale,4858954.0,15872.0,jeudi,Voie communale,VL seul,Passager,Indemne,Masculin
201600001730,plein jour,Deux véhicules - frontale,4858954.0,15872.0,jeudi,Voie communale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001731,plein jour,Autre collision,4860661.0,18583.0,mardi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600001731,plein jour,Autre collision,4860661.0,18583.0,mardi,Route départementale,VU seul,Piéton,Blessé hospitalisé,Féminin
201600001732,nuit sans éclairage public,Autre collision,4859623.0,34480.0,samedi,Route départementale,Autre véhicule,Conducteur,Blessé hospitalisé,Masculin
201600001733,plein jour,Autre collision,4860579.0,18046.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001733,plein jour,Autre collision,4860579.0,18046.0,samedi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600001734,nuit sans éclairage public,Sans collision,4865550.0,31447.0,mardi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600001735,nuit avec eclairage public allume,Autre collision,4882128.0,-17156.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001736,plein jour,Deux véhicules - par l'arrière,4877312.0,-6127.0,mardi,Route départementale,VU seul,Conducteur,Blessé léger,Masculin
201600001736,plein jour,Deux véhicules - par l'arrière,4877312.0,-6127.0,mardi,Route départementale,Engin spécial,Conducteur,Indemne,Masculin
201600001736,plein jour,Deux véhicules - par l'arrière,4877312.0,-6127.0,mardi,Route départementale,Engin spécial,Piéton,Tué,Masculin
201600001737,crepuscule ou aube,Autre collision,4875588.0,6667.0,jeudi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001738,plein jour,Autre collision,4877279.0,-35876.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001739,plein jour,Deux véhicules - par le côté,4879469.0,7687.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001739,plein jour,Deux véhicules - par le côté,4879469.0,7687.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600001740,plein jour,Deux véhicules - par le côté,4869125.0,-11457.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600001740,plein jour,Deux véhicules - par le côté,4869125.0,-11457.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001740,plein jour,Deux véhicules - par le côté,4869125.0,-11457.0,vendredi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001740,plein jour,Deux véhicules - par le côté,4869125.0,-11457.0,vendredi,Route départementale,VL seul,Passager,Indemne,Féminin
201600001740,plein jour,Deux véhicules - par le côté,4869125.0,-11457.0,vendredi,Route départementale,VL seul,Passager,Indemne,Féminin
201600001741,plein jour,Autre collision,4872365.0,-27096.0,mercredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001742,plein jour,Autre collision,4880841.0,7692.0,vendredi,Voie communale,Cyclomoteur,Conducteur,Blessé hospitalisé,Masculin
201600001743,nuit sans éclairage public,Autre collision,4870969.0,-14135.0,dimanche,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001744,nuit sans éclairage public,Deux véhicules - frontale,4876496.0,-331.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001744,nuit sans éclairage public,Deux véhicules - frontale,4876496.0,-331.0,samedi,Route départementale,VL seul,Passager,Indemne,Féminin
201600001744,nuit sans éclairage public,Deux véhicules - frontale,4876496.0,-331.0,samedi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001744,nuit sans éclairage public,Deux véhicules - frontale,4876496.0,-331.0,samedi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600001744,nuit sans éclairage public,Deux véhicules - frontale,4876496.0,-331.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001744,nuit sans éclairage public,Deux véhicules - frontale,4876496.0,-331.0,samedi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001744,nuit sans éclairage public,Deux véhicules - frontale,4876496.0,-331.0,samedi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001745,plein jour,Deux véhicules - frontale,4869784.0,19275.0,jeudi,Route départementale,VU seul,Conducteur,Tué,Masculin
201600001745,plein jour,Deux véhicules - frontale,4869784.0,19275.0,jeudi,Route départementale,PL > 3.5 T + remorque,Conducteur,Indemne,Masculin
201600001746,plein jour,Deux véhicules - frontale,4868375.0,34487.0,jeudi,Route départementale,VL seul,Passager,Indemne,Féminin
201600001746,plein jour,Deux véhicules - frontale,4868375.0,34487.0,jeudi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001746,plein jour,Deux véhicules - frontale,4868375.0,34487.0,jeudi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600001747,plein jour,Deux véhicules - par le côté,4872001.0,23063.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001747,plein jour,Deux véhicules - par le côté,4872001.0,23063.0,mercredi,Route départementale,Motocyclette > 125 cm3,Conducteur,Indemne,Masculin
201600001747,plein jour,Deux véhicules - par le côté,4872001.0,23063.0,mercredi,Route départementale,Motocyclette > 125 cm3,Passager,Blessé hospitalisé,Féminin
201600001748,plein jour,Autre collision,4880191.0,19462.0,samedi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600001748,plein jour,Autre collision,4880191.0,19462.0,samedi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001749,plein jour,Autre collision,4880271.0,17263.0,lundi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600001749,plein jour,Autre collision,4880271.0,17263.0,lundi,Route départementale,VL seul,Passager,Tué,Masculin
201600001750,plein jour,Autre collision,4878896.0,26451.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001751,plein jour,Deux véhicules - frontale,4871103.0,40278.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001751,plein jour,Deux véhicules - frontale,4871103.0,40278.0,mardi,Route départementale,VL seul,Passager,Indemne,Féminin
201600001751,plein jour,Deux véhicules - frontale,4871103.0,40278.0,mardi,Route départementale,VL seul,Passager,Indemne,Féminin
201600001751,plein jour,Deux véhicules - frontale,4871103.0,40278.0,mardi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001752,plein jour,Deux véhicules - frontale,4872218.0,27520.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001752,plein jour,Deux véhicules - frontale,4872218.0,27520.0,mardi,Route départementale,VU seul,Conducteur,Blessé léger,Masculin
201600001753,nuit sans éclairage public,Autre collision,4866737.0,-59366.0,dimanche,Route départementale,VU seul,Conducteur,Blessé hospitalisé,Masculin
201600001754,crepuscule ou aube,Autre collision,4859180.0,-64589.0,vendredi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600001754,crepuscule ou aube,Autre collision,4859180.0,-64589.0,vendredi,Route départementale,VU seul,Passager,Indemne,Féminin
201600001754,crepuscule ou aube,Autre collision,4859180.0,-64589.0,vendredi,Route départementale,VU seul,Piéton,Blessé hospitalisé,Féminin
201600001755,nuit sans éclairage public,Sans collision,4848916.0,-69524.0,vendredi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600001756,crepuscule ou aube,Autre collision,4872685.0,-49214.0,dimanche,Route départementale,Cyclomoteur,Conducteur,Blessé hospitalisé,Masculin
201600001757,plein jour,Deux véhicules - frontale,4871432.0,-59806.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001757,plein jour,Deux véhicules - frontale,4871432.0,-59806.0,mardi,Route départementale,VL seul,Passager,Indemne,Féminin
201600001757,plein jour,Deux véhicules - frontale,4871432.0,-59806.0,mardi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001758,plein jour,Autre collision,4848961.0,-74926.0,dimanche,Route départementale,VL seul,Conducteur,Tué,Masculin
201600001759,plein jour,Autre collision,4859133.0,-64320.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001759,plein jour,Autre collision,4859133.0,-64320.0,mercredi,Route départementale,VL seul,Piéton,Tué,Masculin
201600001760,plein jour,Autre collision,4852554.0,-64494.0,dimanche,Route départementale,VL seul,Passager,Indemne,Féminin
201600001760,plein jour,Autre collision,4852554.0,-64494.0,dimanche,Route départementale,VL seul,Passager,Indemne,Masculin
201600001760,plein jour,Autre collision,4852554.0,-64494.0,dimanche,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001760,plein jour,Autre collision,4852554.0,-64494.0,dimanche,Route départementale,VL seul,Passager,Blessé léger,Masculin
201600001761,plein jour,Deux véhicules - frontale,4858976.0,-54369.0,lundi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001761,plein jour,Deux véhicules - frontale,4858976.0,-54369.0,lundi,Route départementale,VL seul,Passager,Indemne,Féminin
201600001761,plein jour,Deux véhicules - frontale,4858976.0,-54369.0,lundi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001761,plein jour,Deux véhicules - frontale,4858976.0,-54369.0,lundi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001762,plein jour,Sans collision,4857859.0,-67619.0,dimanche,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001763,plein jour,Autre collision,4859829.0,-36093.0,samedi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600001763,plein jour,Autre collision,4859829.0,-36093.0,samedi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001764,nuit sans éclairage public,Autre collision,4853068.0,-40640.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001765,plein jour,Autre collision,4870717.0,-27970.0,lundi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001765,plein jour,Autre collision,4870717.0,-27970.0,lundi,Route départementale,VL seul,Passager,Blessé léger,Masculin
201600001765,plein jour,Autre collision,4870717.0,-27970.0,lundi,Route départementale,VL seul,Passager,Blessé léger,Féminin
201600001766,nuit sans éclairage public,Autre collision,4879524.0,-62725.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001766,nuit sans éclairage public,Autre collision,4879524.0,-62725.0,dimanche,Route départementale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600001767,plein jour,Trois véhicules et plus - collisions multiples,4877186.0,-71046.0,vendredi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600001767,plein jour,Trois véhicules et plus - collisions multiples,4877186.0,-71046.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600001767,plein jour,Trois véhicules et plus - collisions multiples,4877186.0,-71046.0,vendredi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600001767,plein jour,Trois véhicules et plus - collisions multiples,4877186.0,-71046.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001768,plein jour,Deux véhicules - par le côté,4869835.0,-61371.0,vendredi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001768,plein jour,Deux véhicules - par le côté,4869835.0,-61371.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001769,nuit sans éclairage public,Sans collision,4877189.0,-71180.0,dimanche,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001769,nuit sans éclairage public,Sans collision,4877189.0,-71180.0,dimanche,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600001769,nuit sans éclairage public,Sans collision,4877189.0,-71180.0,dimanche,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600001769,nuit sans éclairage public,Sans collision,4877189.0,-71180.0,dimanche,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600001770,plein jour,Deux véhicules - par le côté,4878848.0,-43128.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001770,plein jour,Deux véhicules - par le côté,4878848.0,-43128.0,mercredi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001771,plein jour,Deux véhicules - par le côté,4870992.0,-60440.0,mercredi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600001771,plein jour,Deux véhicules - par le côté,4870992.0,-60440.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001771,plein jour,Deux véhicules - par le côté,4870992.0,-60440.0,mercredi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001771,plein jour,Deux véhicules - par le côté,4870992.0,-60440.0,mercredi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001771,plein jour,Deux véhicules - par le côté,4870992.0,-60440.0,mercredi,Route départementale,VL seul,Passager,Indemne,Masculin
201600001771,plein jour,Deux véhicules - par le côté,4870992.0,-60440.0,mercredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600001772,plein jour,Autre collision,4879641.0,-67447.0,dimanche,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600001773,nuit sans éclairage public,Autre collision,4881196.0,-50123.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001773,nuit sans éclairage public,Autre collision,4881196.0,-50123.0,dimanche,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600001774,nuit sans éclairage public,Autre collision,4883381.0,-52163.0,lundi,Route départementale,VL seul,Conducteur,Tué,Masculin
201600001775,plein jour,Deux véhicules - par le côté,4874574.0,-68400.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001775,plein jour,Deux véhicules - par le côté,4874574.0,-68400.0,dimanche,Route départementale,Motocyclette > 50 cm3 et <= 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001776,plein jour,Deux véhicules - par le côté,4869835.0,-61371.0,dimanche,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001776,plein jour,Deux véhicules - par le côté,4869835.0,-61371.0,dimanche,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600001776,plein jour,Deux véhicules - par le côté,4869835.0,-61371.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001776,plein jour,Deux véhicules - par le côté,4869835.0,-61371.0,dimanche,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600001776,plein jour,Deux véhicules - par le côté,4869835.0,-61371.0,dimanche,Route départementale,VL seul,Passager,Blessé hospitalisé,Masculin
201600001777,crepuscule ou aube,Sans collision,4873142.0,-66222.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001778,nuit sans éclairage public,Deux véhicules - frontale,4870667.0,-63729.0,jeudi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001778,nuit sans éclairage public,Deux véhicules - frontale,4870667.0,-63729.0,jeudi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600001779,plein jour,Autre collision,4859074.0,-64141.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001779,plein jour,Autre collision,4859074.0,-64141.0,mercredi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Féminin
201600001780,plein jour,Deux véhicules - par le côté,4858865.0,-63509.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001780,plein jour,Deux véhicules - par le côté,4858865.0,-63509.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600001781,nuit sans éclairage public,Autre collision,4860425.0,-63902.0,samedi,Route départementale,Motocyclette > 125 cm3,Conducteur,Tué,Masculin
201600001782,nuit avec eclairage public non allume,Autre collision,4869434.0,-52270.0,jeudi,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001783,nuit sans éclairage public,Autre collision,4864330.0,-52248.0,jeudi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001784,nuit avec eclairage public allume,Autre collision,4859207.0,-64559.0,samedi,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600001784,nuit avec eclairage public allume,Autre collision,4859207.0,-64559.0,samedi,Voie communale,VL seul,Piéton,Blessé hospitalisé,Féminin
201600001785,crepuscule ou aube,Autre collision,4847145.0,54685.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001786,plein jour,Sans collision,4847501.0,46442.0,mercredi,Route départementale,Bicyclette,Conducteur,Blessé hospitalisé,Féminin
201600001787,plein jour,Deux véhicules - frontale,4841240.0,43373.0,jeudi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001787,plein jour,Deux véhicules - frontale,4841240.0,43373.0,jeudi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600001788,nuit sans éclairage public,Deux véhicules - par l'arrière,4847176.0,54682.0,samedi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600001788,nuit sans éclairage public,Deux véhicules - par l'arrière,4847176.0,54682.0,samedi,Route départementale,Cyclomoteur,Conducteur,Blessé hospitalisé,Masculin
201600001789,plein jour,Deux véhicules - par le côté,4852323.0,53972.0,vendredi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001789,plein jour,Deux véhicules - par le côté,4852323.0,53972.0,vendredi,Route départementale,Voiturette,Conducteur,Blessé hospitalisé,Masculin
201600001790,plein jour,Deux véhicules - frontale,4847065.0,64547.0,dimanche,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001790,plein jour,Deux véhicules - frontale,4847065.0,64547.0,dimanche,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001790,plein jour,Deux véhicules - frontale,4847065.0,64547.0,dimanche,Route départementale,VL seul,Passager,Blessé léger,Féminin
201600001791,plein jour,Deux véhicules - par l'arrière,4824973.0,69527.0,jeudi,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001791,plein jour,Deux véhicules - par l'arrière,4824973.0,69527.0,jeudi,Route départementale,PL > 3.5 T + remorque,Conducteur,Indemne,Masculin
201600001792,nuit sans éclairage public,Autre collision,4830160.0,63310.0,dimanche,Voie communale,VL seul,Conducteur,Tué,Masculin
201600001793,plein jour,Deux véhicules - par l'arrière,4825294.0,69745.0,mardi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001793,plein jour,Deux véhicules - par l'arrière,4825294.0,69745.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001794,plein jour,Deux véhicules - par le côté,4828706.0,59317.0,jeudi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001794,plein jour,Deux véhicules - par le côté,4828706.0,59317.0,jeudi,Route départementale,Tracteur agricole,Conducteur,Indemne,Masculin
201600001795,plein jour,Autre collision,4841187.0,65357.0,dimanche,Route départementale,VU seul,Conducteur,Blessé hospitalisé,Masculin
201600001796,plein jour,Sans collision,0.0,0.0,dimanche,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600001797,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,4875741.0,69504.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600001797,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,4875741.0,69504.0,vendredi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600001797,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,4875741.0,69504.0,vendredi,Route départementale,VU seul,Passager,Blessé hospitalisé,Féminin
201600001797,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,4875741.0,69504.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001797,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,4875741.0,69504.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001797,nuit sans éclairage public,Trois véhicules et plus - collisions multiples,4875741.0,69504.0,vendredi,Route départementale,VL seul,Passager,Indemne,Féminin
201600001798,nuit sans éclairage public,Deux véhicules - frontale,4887223.0,57805.0,dimanche,Route départementale,VL seul,Conducteur,Tué,Féminin
201600001798,nuit sans éclairage public,Deux véhicules - frontale,4887223.0,57805.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600001799,nuit sans éclairage public,Autre collision,4875683.0,69446.0,samedi,Voie communale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600001800,plein jour,Deux véhicules - par le côté,4865926.0,44548.0,mercredi,Voie communale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
