Num_Acc,lum,col,weekday
201600006650,nuit avec eclairage public allume,Autre collision,jeudi
201600006651,nuit sans éclairage public,Sans collision,vendredi
201600006651,nuit sans éclairage public,Sans collision,vendredi
201600006651,nuit sans éclairage public,Sans collision,vendredi
201600006651,nuit sans éclairage public,Sans collision,vendredi
201600006651,nuit sans éclairage public,Sans collision,vendredi
201600006652,plein jour,Deux véhicules - frontale,mercredi
201600006652,plein jour,Deux véhicules - frontale,mercredi
201600006652,plein jour,Deux véhicules - frontale,mercredi
201600006652,plein jour,Deux véhicules - frontale,mercredi
201600006653,plein jour,Autre collision,lundi
201600006653,plein jour,Autre collision,lundi
201600006654,plein jour,Deux véhicules - par l'arrière,mardi
201600006654,plein jour,Deux véhicules - par l'arrière,mardi
201600006654,plein jour,Deux véhicules - par l'arrière,mardi
201600006654,plein jour,Deux véhicules - par l'arrière,mardi
201600006655,nuit sans éclairage public,Autre collision,mercredi
201600006656,nuit sans éclairage public,Sans collision,samedi
201600006656,nuit sans éclairage public,Sans collision,samedi
201600006656,nuit sans éclairage public,Sans collision,samedi
201600006657,plein jour,Deux véhicules - par le côté,lundi
201600006657,plein jour,Deux véhicules - par le côté,lundi
201600006658,nuit avec eclairage public allume,Autre collision,mercredi
201600006658,nuit avec eclairage public allume,Autre collision,mercredi
201600006659,plein jour,Deux véhicules - frontale,samedi
201600006659,plein jour,Deux véhicules - frontale,samedi
201600006659,plein jour,Deux véhicules - frontale,samedi
201600006660,plein jour,Deux véhicules - frontale,jeudi
201600006660,plein jour,Deux véhicules - frontale,jeudi
201600006660,plein jour,Deux véhicules - frontale,jeudi
201600006661,plein jour,Deux véhicules - frontale,jeudi
201600006661,plein jour,Deux véhicules - frontale,jeudi
201600006661,plein jour,Deux véhicules - frontale,jeudi
201600006661,plein jour,Deux véhicules - frontale,jeudi
201600006662,nuit sans éclairage public,Autre collision,dimanche
201600006662,nuit sans éclairage public,Autre collision,dimanche
201600006663,nuit avec eclairage public allume,Autre collision,dimanche
201600006663,nuit avec eclairage public allume,Autre collision,dimanche
201600006664,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600006664,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600006664,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600006665,plein jour,Sans collision,samedi
201600006666,plein jour,Autre collision,dimanche
201600006667,plein jour,Sans collision,dimanche
201600006668,plein jour,Autre collision,mardi
201600006668,plein jour,Autre collision,mardi
201600006669,nuit sans éclairage public,Autre collision,samedi
201600006670,nuit avec eclairage public allume,Autre collision,mardi
201600006670,nuit avec eclairage public allume,Autre collision,mardi
201600006671,nuit avec eclairage public allume,Autre collision,jeudi
201600006672,crepuscule ou aube,Autre collision,vendredi
201600006672,crepuscule ou aube,Autre collision,vendredi
201600006673,plein jour,Deux véhicules - par le côté,mercredi
201600006673,plein jour,Deux véhicules - par le côté,mercredi
201600006674,plein jour,Deux véhicules - frontale,lundi
201600006674,plein jour,Deux véhicules - frontale,lundi
201600006675,plein jour,Deux véhicules - frontale,dimanche
201600006675,plein jour,Deux véhicules - frontale,dimanche
201600006675,plein jour,Deux véhicules - frontale,dimanche
201600006676,plein jour,Deux véhicules - par le côté,mardi
201600006676,plein jour,Deux véhicules - par le côté,mardi
201600006677,plein jour,Deux véhicules - par le côté,mercredi
201600006677,plein jour,Deux véhicules - par le côté,mercredi
201600006678,plein jour,Deux véhicules - par l'arrière,mercredi
201600006678,plein jour,Deux véhicules - par l'arrière,mercredi
201600006679,plein jour,Deux véhicules - par l'arrière,vendredi
201600006679,plein jour,Deux véhicules - par l'arrière,vendredi
201600006680,nuit avec eclairage public allume,Deux véhicules - par le côté,dimanche
201600006680,nuit avec eclairage public allume,Deux véhicules - par le côté,dimanche
201600006680,nuit avec eclairage public allume,Deux véhicules - par le côté,dimanche
201600006681,nuit sans éclairage public,Autre collision,samedi
201600006681,nuit sans éclairage public,Autre collision,samedi
201600006682,nuit sans éclairage public,Sans collision,mardi
201600006683,crepuscule ou aube,Deux véhicules - frontale,mercredi
201600006683,crepuscule ou aube,Deux véhicules - frontale,mercredi
201600006684,nuit sans éclairage public,Sans collision,dimanche
201600006684,nuit sans éclairage public,Sans collision,dimanche
201600006684,nuit sans éclairage public,Sans collision,dimanche
201600006685,plein jour,Deux véhicules - par l'arrière,jeudi
201600006685,plein jour,Deux véhicules - par l'arrière,jeudi
201600006686,nuit sans éclairage public,Autre collision,mercredi
201600006687,plein jour,Sans collision,jeudi
201600006688,plein jour,Deux véhicules - par le côté,samedi
201600006688,plein jour,Deux véhicules - par le côté,samedi
201600006688,plein jour,Deux véhicules - par le côté,samedi
201600006689,plein jour,Deux véhicules - par le côté,mercredi
201600006689,plein jour,Deux véhicules - par le côté,mercredi
201600006689,plein jour,Deux véhicules - par le côté,mercredi
201600006690,plein jour,Autre collision,jeudi
201600006690,plein jour,Autre collision,jeudi
201600006691,plein jour,Deux véhicules - par le côté,vendredi
201600006691,plein jour,Deux véhicules - par le côté,vendredi
201600006691,plein jour,Deux véhicules - par le côté,vendredi
201600006692,plein jour,Deux véhicules - par le côté,jeudi
201600006692,plein jour,Deux véhicules - par le côté,jeudi
201600006693,plein jour,Deux véhicules - par l'arrière,lundi
201600006693,plein jour,Deux véhicules - par l'arrière,lundi
201600006693,plein jour,Deux véhicules - par l'arrière,lundi
201600006694,plein jour,Deux véhicules - par le côté,dimanche
201600006694,plein jour,Deux véhicules - par le côté,dimanche
201600006695,plein jour,Sans collision,mardi
201600006696,plein jour,Deux véhicules - frontale,jeudi
201600006696,plein jour,Deux véhicules - frontale,jeudi
201600006697,nuit sans éclairage public,Autre collision,jeudi
201600006698,plein jour,Deux véhicules - par le côté,jeudi
201600006698,plein jour,Deux véhicules - par le côté,jeudi
201600006699,plein jour,Autre collision,jeudi
201600006700,nuit sans éclairage public,Autre collision,samedi
201600006701,plein jour,Deux véhicules - par l'arrière,samedi
201600006701,plein jour,Deux véhicules - par l'arrière,samedi
201600006702,plein jour,Sans collision,dimanche
201600006703,plein jour,Autre collision,jeudi
201600006704,plein jour,Deux véhicules - par le côté,lundi
201600006704,plein jour,Deux véhicules - par le côté,lundi
201600006705,plein jour,Autre collision,mardi
201600006705,plein jour,Autre collision,mardi
201600006706,plein jour,Autre collision,mardi
201600006706,plein jour,Autre collision,mardi
201600006707,nuit avec eclairage public allume,Deux véhicules - par le côté,jeudi
201600006707,nuit avec eclairage public allume,Deux véhicules - par le côté,jeudi
201600006708,plein jour,Autre collision,jeudi
201600006708,plein jour,Autre collision,jeudi
201600006708,plein jour,Autre collision,jeudi
201600006709,plein jour,Autre collision,jeudi
201600006710,plein jour,Deux véhicules - frontale,jeudi
201600006710,plein jour,Deux véhicules - frontale,jeudi
201600006710,plein jour,Deux véhicules - frontale,jeudi
201600006711,plein jour,Deux véhicules - par l'arrière,vendredi
201600006711,plein jour,Deux véhicules - par l'arrière,vendredi
201600006712,nuit sans éclairage public,Autre collision,vendredi
201600006712,nuit sans éclairage public,Autre collision,vendredi
201600006712,nuit sans éclairage public,Autre collision,vendredi
201600006713,plein jour,Sans collision,lundi
201600006714,plein jour,Deux véhicules - frontale,mercredi
201600006714,plein jour,Deux véhicules - frontale,mercredi
201600006715,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600006715,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600006715,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600006716,plein jour,Deux véhicules - frontale,mercredi
201600006716,plein jour,Deux véhicules - frontale,mercredi
201600006717,nuit sans éclairage public,Deux véhicules - par le côté,lundi
201600006717,nuit sans éclairage public,Deux véhicules - par le côté,lundi
201600006717,nuit sans éclairage public,Deux véhicules - par le côté,lundi
201600006718,plein jour,Deux véhicules - par le côté,dimanche
201600006718,plein jour,Deux véhicules - par le côté,dimanche
201600006719,plein jour,Deux véhicules - frontale,mercredi
201600006719,plein jour,Deux véhicules - frontale,mercredi
201600006719,plein jour,Deux véhicules - frontale,mercredi
201600006720,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600006720,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600006721,nuit sans éclairage public,Sans collision,samedi
201600006722,nuit avec eclairage public allume,Autre collision,vendredi
201600006722,nuit avec eclairage public allume,Autre collision,vendredi
201600006723,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600006723,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600006723,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600006724,plein jour,Sans collision,samedi
201600006725,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600006725,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600006725,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600006725,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600006726,plein jour,Deux véhicules - frontale,samedi
201600006726,plein jour,Deux véhicules - frontale,samedi
201600006727,plein jour,Deux véhicules - frontale,mercredi
201600006727,plein jour,Deux véhicules - frontale,mercredi
201600006727,plein jour,Deux véhicules - frontale,mercredi
201600006728,plein jour,Sans collision,vendredi
201600006729,nuit sans éclairage public,Sans collision,dimanche
201600006730,plein jour,Autre collision,lundi
201600006731,plein jour,Sans collision,dimanche
201600006732,crepuscule ou aube,Autre collision,vendredi
201600006732,crepuscule ou aube,Autre collision,vendredi
201600006733,nuit sans éclairage public,Autre collision,jeudi
201600006733,nuit sans éclairage public,Autre collision,jeudi
201600006734,plein jour,Deux véhicules - frontale,vendredi
201600006734,plein jour,Deux véhicules - frontale,vendredi
201600006735,plein jour,Deux véhicules - par le côté,mardi
201600006735,plein jour,Deux véhicules - par le côté,mardi
201600006736,plein jour,Deux véhicules - par le côté,samedi
201600006736,plein jour,Deux véhicules - par le côté,samedi
201600006737,plein jour,Sans collision,vendredi
201600006738,plein jour,Deux véhicules - par le côté,vendredi
201600006738,plein jour,Deux véhicules - par le côté,vendredi
201600006739,plein jour,Autre collision,mardi
201600006739,plein jour,Autre collision,mardi
201600006740,plein jour,Deux véhicules - par l'arrière,dimanche
201600006741,plein jour,Sans collision,jeudi
201600006742,plein jour,Deux véhicules - par le côté,mercredi
201600006742,plein jour,Deux véhicules - par le côté,mercredi
201600006743,plein jour,Trois véhicules et plus - en chaîne,mercredi
201600006743,plein jour,Trois véhicules et plus - en chaîne,mercredi
201600006743,plein jour,Trois véhicules et plus - en chaîne,mercredi
201600006743,plein jour,Trois véhicules et plus - en chaîne,mercredi
201600006743,plein jour,Trois véhicules et plus - en chaîne,mercredi
201600006744,nuit sans éclairage public,Sans collision,samedi
201600006744,nuit sans éclairage public,Sans collision,samedi
201600006745,plein jour,Trois véhicules et plus - en chaîne,lundi
201600006745,plein jour,Trois véhicules et plus - en chaîne,lundi
201600006745,plein jour,Trois véhicules et plus - en chaîne,lundi
201600006745,plein jour,Trois véhicules et plus - en chaîne,lundi
201600006746,nuit avec eclairage public allume,Deux véhicules - par le côté,samedi
201600006746,nuit avec eclairage public allume,Deux véhicules - par le côté,samedi
201600006746,nuit avec eclairage public allume,Deux véhicules - par le côté,samedi
201600006747,plein jour,Autre collision,mercredi
201600006747,plein jour,Autre collision,mercredi
201600006748,plein jour,Autre collision,samedi
201600006749,plein jour,Deux véhicules - par l'arrière,jeudi
201600006749,plein jour,Deux véhicules - par l'arrière,jeudi
201600006750,plein jour,Autre collision,lundi
201600006750,plein jour,Autre collision,lundi
201600006751,nuit sans éclairage public,Deux véhicules - par le côté,mardi
201600006751,nuit sans éclairage public,Deux véhicules - par le côté,mardi
201600006751,nuit sans éclairage public,Deux véhicules - par le côté,mardi
201600006752,plein jour,Deux véhicules - frontale,mercredi
201600006752,plein jour,Deux véhicules - frontale,mercredi
201600006752,plein jour,Deux véhicules - frontale,mercredi
201600006753,nuit avec eclairage public allume,Sans collision,vendredi
201600006753,nuit avec eclairage public allume,Sans collision,vendredi
201600006754,plein jour,Sans collision,mercredi
201600006754,plein jour,Sans collision,mercredi
201600006755,plein jour,Deux véhicules - frontale,samedi
201600006755,plein jour,Deux véhicules - frontale,samedi
201600006756,plein jour,Autre collision,vendredi
201600006757,plein jour,Deux véhicules - par le côté,samedi
201600006757,plein jour,Deux véhicules - par le côté,samedi
201600006758,plein jour,Sans collision,mercredi
201600006758,plein jour,Sans collision,mercredi
201600006758,plein jour,Sans collision,mercredi
201600006759,plein jour,Deux véhicules - par le côté,mardi
201600006759,plein jour,Deux véhicules - par le côté,mardi
201600006760,nuit avec eclairage public allume,Autre collision,mardi
201600006761,plein jour,Sans collision,mercredi
201600006762,plein jour,Deux véhicules - par le côté,jeudi
201600006762,plein jour,Deux véhicules - par le côté,jeudi
201600006763,plein jour,Deux véhicules - par le côté,mardi
201600006763,plein jour,Deux véhicules - par le côté,mardi
201600006764,plein jour,Autre collision,vendredi
201600006765,plein jour,Sans collision,jeudi
201600006766,nuit sans éclairage public,Autre collision,jeudi
201600006766,nuit sans éclairage public,Autre collision,jeudi
201600006767,nuit sans éclairage public,Deux véhicules - par le côté,dimanche
201600006767,nuit sans éclairage public,Deux véhicules - par le côté,dimanche
201600006768,plein jour,Autre collision,jeudi
201600006768,plein jour,Autre collision,jeudi
201600006769,plein jour,Deux véhicules - par l'arrière,vendredi
201600006769,plein jour,Deux véhicules - par l'arrière,vendredi
201600006770,plein jour,Sans collision,mercredi
201600006771,plein jour,Autre collision,jeudi
201600006772,crepuscule ou aube,Autre collision,dimanche
201600006773,nuit avec eclairage public allume,Sans collision,samedi
201600006773,nuit avec eclairage public allume,Sans collision,samedi
201600006774,plein jour,Autre collision,jeudi
201600006775,nuit sans éclairage public,Sans collision,vendredi
201600006776,crepuscule ou aube,Autre collision,mardi
201600006777,plein jour,Autre collision,mardi
201600006777,plein jour,Autre collision,mardi
201600006778,crepuscule ou aube,Deux véhicules - par le côté,jeudi
201600006778,crepuscule ou aube,Deux véhicules - par le côté,jeudi
201600006779,plein jour,Deux véhicules - par le côté,vendredi
201600006779,plein jour,Deux véhicules - par le côté,vendredi
201600006779,plein jour,Deux véhicules - par le côté,vendredi
201600006779,plein jour,Deux véhicules - par le côté,vendredi
201600006780,plein jour,Deux véhicules - par le côté,samedi
201600006780,plein jour,Deux véhicules - par le côté,samedi
201600006781,plein jour,Deux véhicules - par le côté,vendredi
201600006781,plein jour,Deux véhicules - par le côté,vendredi
201600006782,plein jour,Autre collision,samedi
201600006782,plein jour,Autre collision,samedi
201600006782,plein jour,Autre collision,samedi
201600006783,plein jour,Autre collision,mercredi
201600006784,nuit sans éclairage public,Autre collision,dimanche
201600006785,nuit sans éclairage public,Deux véhicules - par le côté,dimanche
201600006785,nuit sans éclairage public,Deux véhicules - par le côté,dimanche
201600006785,nuit sans éclairage public,Deux véhicules - par le côté,dimanche
201600006786,nuit sans éclairage public,Deux véhicules - par l'arrière,lundi
201600006786,nuit sans éclairage public,Deux véhicules - par l'arrière,lundi
201600006786,nuit sans éclairage public,Deux véhicules - par l'arrière,lundi
201600006787,plein jour,Deux véhicules - par le côté,mercredi
201600006787,plein jour,Deux véhicules - par le côté,mercredi
201600006787,plein jour,Deux véhicules - par le côté,mercredi
201600006788,crepuscule ou aube,Deux véhicules - frontale,vendredi
201600006788,crepuscule ou aube,Deux véhicules - frontale,vendredi
201600006789,plein jour,Deux véhicules - par le côté,jeudi
201600006789,plein jour,Deux véhicules - par le côté,jeudi
201600006790,plein jour,Deux véhicules - frontale,samedi
201600006790,plein jour,Deux véhicules - frontale,samedi
201600006791,plein jour,Deux véhicules - frontale,vendredi
201600006791,plein jour,Deux véhicules - frontale,vendredi
201600006792,plein jour,Deux véhicules - par le côté,vendredi
201600006792,plein jour,Deux véhicules - par le côté,vendredi
201600006792,plein jour,Deux véhicules - par le côté,vendredi
201600006792,plein jour,Deux véhicules - par le côté,vendredi
201600006793,nuit avec eclairage public allume,Autre collision,mardi
201600006794,plein jour,Deux véhicules - par l'arrière,samedi
201600006794,plein jour,Deux véhicules - par l'arrière,samedi
201600006795,plein jour,Deux véhicules - par le côté,lundi
201600006795,plein jour,Deux véhicules - par le côté,lundi
201600006796,nuit sans éclairage public,Autre collision,jeudi
201600006797,plein jour,Deux véhicules - par le côté,mardi
201600006797,plein jour,Deux véhicules - par le côté,mardi
201600006797,plein jour,Deux véhicules - par le côté,mardi
201600006798,plein jour,Deux véhicules - frontale,lundi
201600006798,plein jour,Deux véhicules - frontale,lundi
201600006799,plein jour,Deux véhicules - par le côté,jeudi
201600006799,plein jour,Deux véhicules - par le côté,jeudi
201600006800,plein jour,Sans collision,dimanche
201600006801,nuit sans éclairage public,Autre collision,mercredi
201600006802,plein jour,Deux véhicules - par le côté,vendredi
201600006802,plein jour,Deux véhicules - par le côté,vendredi
201600006802,plein jour,Deux véhicules - par le côté,vendredi
201600006803,nuit sans éclairage public,Autre collision,dimanche
201600006804,nuit sans éclairage public,Deux véhicules - par le côté,lundi
201600006804,nuit sans éclairage public,Deux véhicules - par le côté,lundi
201600006805,nuit sans éclairage public,Sans collision,mercredi
201600006805,nuit sans éclairage public,Sans collision,mercredi
201600006805,nuit sans éclairage public,Sans collision,mercredi
201600006806,plein jour,Autre collision,samedi
201600006807,plein jour,Deux véhicules - frontale,lundi
201600006807,plein jour,Deux véhicules - frontale,lundi
201600006808,nuit sans éclairage public,Deux véhicules - par l'arrière,mardi
201600006808,nuit sans éclairage public,Deux véhicules - par l'arrière,mardi
201600006809,nuit sans éclairage public,Deux véhicules - frontale,samedi
201600006809,nuit sans éclairage public,Deux véhicules - frontale,samedi
201600006810,nuit sans éclairage public,Autre collision,lundi
201600006811,plein jour,Deux véhicules - frontale,jeudi
201600006811,plein jour,Deux véhicules - frontale,jeudi
201600006811,plein jour,Deux véhicules - frontale,jeudi
201600006812,crepuscule ou aube,Sans collision,mercredi
201600006813,plein jour,Sans collision,mercredi
201600006814,nuit sans éclairage public,Sans collision,samedi
201600006814,nuit sans éclairage public,Sans collision,samedi
201600006814,nuit sans éclairage public,Sans collision,samedi
201600006815,plein jour,Sans collision,jeudi
201600006816,nuit sans éclairage public,Autre collision,lundi
201600006817,nuit avec eclairage public allume,Autre collision,jeudi
201600006817,nuit avec eclairage public allume,Autre collision,jeudi
201600006818,nuit sans éclairage public,Sans collision,mercredi
201600006819,crepuscule ou aube,Sans collision,jeudi
201600006820,plein jour,Sans collision,jeudi
201600006821,plein jour,Autre collision,samedi
201600006821,plein jour,Autre collision,samedi
201600006822,plein jour,Deux véhicules - par le côté,dimanche
201600006822,plein jour,Deux véhicules - par le côté,dimanche
201600006823,nuit sans éclairage public,Deux véhicules - par l'arrière,mardi
201600006823,nuit sans éclairage public,Deux véhicules - par l'arrière,mardi
201600006824,crepuscule ou aube,Sans collision,dimanche
201600006825,plein jour,Sans collision,vendredi
201600006825,plein jour,Sans collision,vendredi
201600006825,plein jour,Sans collision,vendredi
201600006826,nuit sans éclairage public,Sans collision,samedi
201600006826,nuit sans éclairage public,Sans collision,samedi
201600006827,plein jour,Sans collision,jeudi
201600006828,plein jour,Deux véhicules - par le côté,jeudi
201600006828,plein jour,Deux véhicules - par le côté,jeudi
201600006829,plein jour,Autre collision,mercredi
201600006830,plein jour,Autre collision,vendredi
201600006831,nuit sans éclairage public,Sans collision,vendredi
201600006832,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600006832,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600006832,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600006832,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600006832,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600006832,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600006833,plein jour,Deux véhicules - par le côté,vendredi
201600006833,plein jour,Deux véhicules - par le côté,vendredi
201600006834,nuit sans éclairage public,Deux véhicules - par l'arrière,mercredi
201600006834,nuit sans éclairage public,Deux véhicules - par l'arrière,mercredi
201600006834,nuit sans éclairage public,Deux véhicules - par l'arrière,mercredi
201600006835,plein jour,Autre collision,mardi
201600006836,plein jour,Sans collision,samedi
201600006837,plein jour,Autre collision,mardi
201600006837,plein jour,Autre collision,mardi
201600006838,nuit avec eclairage public allume,Autre collision,mercredi
201600006838,nuit avec eclairage public allume,Autre collision,mercredi
201600006839,nuit avec eclairage public allume,Autre collision,mercredi
201600006839,nuit avec eclairage public allume,Autre collision,mercredi
201600006840,plein jour,Deux véhicules - par le côté,mercredi
201600006840,plein jour,Deux véhicules - par le côté,mercredi
201600006841,plein jour,Autre collision,dimanche
201600006841,plein jour,Autre collision,dimanche
201600006842,nuit avec eclairage public allume,Deux véhicules - par le côté,jeudi
201600006842,nuit avec eclairage public allume,Deux véhicules - par le côté,jeudi
201600006843,nuit sans éclairage public,Autre collision,lundi
201600006843,nuit sans éclairage public,Autre collision,lundi
201600006844,plein jour,Autre collision,mardi
201600006845,plein jour,Trois véhicules et plus - en chaîne,jeudi
201600006845,plein jour,Trois véhicules et plus - en chaîne,jeudi
201600006845,plein jour,Trois véhicules et plus - en chaîne,jeudi
201600006846,plein jour,Deux véhicules - par le côté,mardi
201600006846,plein jour,Deux véhicules - par le côté,mardi
201600006847,plein jour,Deux véhicules - par le côté,mardi
201600006847,plein jour,Deux véhicules - par le côté,mardi
201600006848,plein jour,Deux véhicules - par le côté,mercredi
201600006848,plein jour,Deux véhicules - par le côté,mercredi
201600006849,plein jour,Autre collision,vendredi
201600006849,plein jour,Autre collision,vendredi
201600006850,plein jour,Autre collision,mercredi
201600006850,plein jour,Autre collision,mercredi
201600006851,plein jour,Deux véhicules - par le côté,mercredi
201600006851,plein jour,Deux véhicules - par le côté,mercredi
201600006852,plein jour,Deux véhicules - par l'arrière,mardi
201600006853,nuit sans éclairage public,Deux véhicules - par l'arrière,vendredi
201600006853,nuit sans éclairage public,Deux véhicules - par l'arrière,vendredi
201600006853,nuit sans éclairage public,Deux véhicules - par l'arrière,vendredi
201600006854,crepuscule ou aube,Autre collision,jeudi
201600006855,plein jour,Deux véhicules - par le côté,vendredi
201600006855,plein jour,Deux véhicules - par le côté,vendredi
201600006856,plein jour,Autre collision,vendredi
201600006856,plein jour,Autre collision,vendredi
201600006857,nuit avec eclairage public allume,Autre collision,lundi
201600006858,plein jour,Deux véhicules - frontale,vendredi
201600006858,plein jour,Deux véhicules - frontale,vendredi
201600006859,plein jour,Deux véhicules - par le côté,samedi
201600006859,plein jour,Deux véhicules - par le côté,samedi
201600006860,plein jour,Sans collision,jeudi
201600006861,plein jour,Deux véhicules - frontale,mardi
201600006861,plein jour,Deux véhicules - frontale,mardi
201600006862,plein jour,Autre collision,lundi
201600006863,plein jour,Deux véhicules - par le côté,jeudi
201600006863,plein jour,Deux véhicules - par le côté,jeudi
201600006864,plein jour,Sans collision,dimanche
201600006865,plein jour,Deux véhicules - par le côté,lundi
201600006865,plein jour,Deux véhicules - par le côté,lundi
201600006866,nuit sans éclairage public,Sans collision,jeudi
201600006867,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600006867,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600006867,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600006868,nuit avec eclairage public allume,Autre collision,mercredi
201600006868,nuit avec eclairage public allume,Autre collision,mercredi
201600006869,nuit avec eclairage public non allume,Sans collision,mardi
201600006870,plein jour,Autre collision,mardi
201600006871,plein jour,Deux véhicules - par le côté,jeudi
201600006871,plein jour,Deux véhicules - par le côté,jeudi
201600006872,nuit avec eclairage public allume,Autre collision,vendredi
201600006872,nuit avec eclairage public allume,Autre collision,vendredi
201600006873,nuit avec eclairage public allume,Deux véhicules - par le côté,jeudi
201600006873,nuit avec eclairage public allume,Deux véhicules - par le côté,jeudi
201600006874,nuit avec eclairage public allume,Autre collision,mardi
201600006874,nuit avec eclairage public allume,Autre collision,mardi
201600006875,plein jour,Sans collision,samedi
201600006876,plein jour,Sans collision,samedi
201600006877,plein jour,Deux véhicules - par le côté,dimanche
201600006877,plein jour,Deux véhicules - par le côté,dimanche
201600006878,plein jour,Autre collision,jeudi
201600006878,plein jour,Autre collision,jeudi
201600006879,plein jour,Deux véhicules - par le côté,lundi
201600006879,plein jour,Deux véhicules - par le côté,lundi
201600006880,plein jour,Deux véhicules - par le côté,jeudi
201600006880,plein jour,Deux véhicules - par le côté,jeudi
201600006881,crepuscule ou aube,Sans collision,samedi
201600006882,nuit sans éclairage public,Deux véhicules - par l'arrière,vendredi
201600006882,nuit sans éclairage public,Deux véhicules - par l'arrière,vendredi
201600006883,plein jour,Deux véhicules - frontale,samedi
201600006883,plein jour,Deux véhicules - frontale,samedi
201600006884,plein jour,Autre collision,dimanche
201600006885,crepuscule ou aube,Trois véhicules et plus - en chaîne,mardi
201600006885,crepuscule ou aube,Trois véhicules et plus - en chaîne,mardi
201600006885,crepuscule ou aube,Trois véhicules et plus - en chaîne,mardi
201600006886,crepuscule ou aube,Deux véhicules - par l'arrière,mardi
201600006886,crepuscule ou aube,Deux véhicules - par l'arrière,mardi
201600006887,plein jour,Autre collision,jeudi
201600006888,nuit avec eclairage public allume,Sans collision,mardi
201600006889,plein jour,Autre collision,jeudi
201600006890,plein jour,Deux véhicules - par l'arrière,mercredi
201600006890,plein jour,Deux véhicules - par l'arrière,mercredi
201600006891,nuit avec eclairage public allume,Autre collision,vendredi
201600006891,nuit avec eclairage public allume,Autre collision,vendredi
201600006892,nuit avec eclairage public allume,Autre collision,mercredi
201600006892,nuit avec eclairage public allume,Autre collision,mercredi
201600006893,plein jour,Deux véhicules - par le côté,dimanche
201600006893,plein jour,Deux véhicules - par le côté,dimanche
201600006894,plein jour,Deux véhicules - frontale,mercredi
201600006894,plein jour,Deux véhicules - frontale,mercredi
201600006895,plein jour,Deux véhicules - par le côté,mardi
201600006895,plein jour,Deux véhicules - par le côté,mardi
201600006896,plein jour,Autre collision,dimanche
201600006896,plein jour,Autre collision,dimanche
201600006896,plein jour,Autre collision,dimanche
201600006897,plein jour,Deux véhicules - par l'arrière,mardi
201600006897,plein jour,Deux véhicules - par l'arrière,mardi
201600006898,plein jour,Deux véhicules - par l'arrière,samedi
201600006898,plein jour,Deux véhicules - par l'arrière,samedi
201600006899,nuit avec eclairage public allume,Deux véhicules - par le côté,lundi
201600006899,nuit avec eclairage public allume,Deux véhicules - par le côté,lundi
201600006900,plein jour,Deux véhicules - frontale,vendredi
201600006900,plein jour,Deux véhicules - frontale,vendredi
201600006901,plein jour,Deux véhicules - par l'arrière,mardi
201600006901,plein jour,Deux véhicules - par l'arrière,mardi
201600006901,plein jour,Deux véhicules - par l'arrière,mardi
201600006902,plein jour,Autre collision,mardi
201600006902,plein jour,Autre collision,mardi
201600006903,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600006903,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600006903,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600006904,nuit sans éclairage public,Autre collision,vendredi
201600006904,nuit sans éclairage public,Autre collision,vendredi
201600006904,nuit sans éclairage public,Autre collision,vendredi
201600006905,crepuscule ou aube,Trois véhicules et plus - en chaîne,lundi
201600006905,crepuscule ou aube,Trois véhicules et plus - en chaîne,lundi
201600006905,crepuscule ou aube,Trois véhicules et plus - en chaîne,lundi
201600006905,crepuscule ou aube,Trois véhicules et plus - en chaîne,lundi
201600006905,crepuscule ou aube,Trois véhicules et plus - en chaîne,lundi
201600006906,plein jour,Deux véhicules - par l'arrière,jeudi
201600006906,plein jour,Deux véhicules - par l'arrière,jeudi
201600006906,plein jour,Deux véhicules - par l'arrière,jeudi
201600006907,plein jour,Deux véhicules - par le côté,lundi
201600006907,plein jour,Deux véhicules - par le côté,lundi
201600006908,nuit avec eclairage public allume,Autre collision,mardi
201600006909,plein jour,Autre collision,dimanche
201600006910,plein jour,Deux véhicules - par l'arrière,mercredi
