Num_Acc,catu,grav,sexe
201600002245,Passager,Indemne,Masculin
201600002245,Conducteur,Blessé léger,Féminin
201600002245,Conducteur,Blessé léger,Féminin
201600002246,Conducteur,Blessé hospitalisé,Masculin
201600002246,Conducteur,Indemne,Masculin
201600002247,Conducteur,Blessé hospitalisé,Féminin
201600002247,Passager,Blessé hospitalisé,Masculin
201600002247,Passager,Blessé hospitalisé,Masculin
201600002247,Conducteur,Blessé hospitalisé,Masculin
201600002248,Conducteur,Blessé léger,Masculin
201600002248,Conducteur,Indemne,Masculin
201600002248,Conducteur,Blessé hospitalisé,Masculin
201600002249,Conducteur,Blessé léger,Masculin
201600002249,Passager,Blessé hospitalisé,Féminin
201600002249,Conducteur,Blessé léger,Masculin
201600002249,Passager,Blessé léger,Masculin
201600002249,Conducteur,Indemne,Masculin
201600002249,Passager,Indemne,Masculin
201600002250,Conducteur,Indemne,Masculin
201600002250,Conducteur,Blessé hospitalisé,Masculin
201600002251,Conducteur,Tué,Masculin
201600002251,Conducteur,Indemne,Féminin
201600002251,Passager,Indemne,Féminin
201600002252,Conducteur,Indemne,Féminin
201600002252,Piéton,Blessé hospitalisé,Féminin
201600002253,Conducteur,Indemne,Masculin
201600002253,Conducteur,Indemne,Masculin
201600002253,Passager,Indemne,Féminin
201600002253,Conducteur,Blessé hospitalisé,Masculin
201600002253,Conducteur,Indemne,Masculin
201600002253,Conducteur,Indemne,Masculin
201600002253,Conducteur,Indemne,Masculin
201600002254,Conducteur,Indemne,Féminin
201600002254,Passager,Indemne,Masculin
201600002254,Passager,Indemne,Féminin
201600002254,Conducteur,Indemne,Masculin
201600002254,Conducteur,Blessé léger,Féminin
201600002255,Conducteur,Indemne,Féminin
201600002255,Conducteur,Blessé léger,Masculin
201600002256,Conducteur,Indemne,Masculin
201600002256,Conducteur,Blessé léger,Masculin
201600002257,Conducteur,Indemne,Féminin
201600002257,Conducteur,Blessé léger,Masculin
201600002258,Conducteur,Blessé hospitalisé,Masculin
201600002258,Conducteur,Indemne,Masculin
201600002259,Conducteur,Blessé hospitalisé,Masculin
201600002259,Passager,Blessé hospitalisé,Féminin
201600002260,Conducteur,Indemne,Masculin
201600002260,Passager,Indemne,Féminin
201600002260,Passager,Blessé hospitalisé,Féminin
201600002261,Conducteur,Tué,Masculin
201600002262,Conducteur,Blessé léger,Masculin
201600002262,Conducteur,Blessé léger,Masculin
201600002263,Conducteur,Indemne,Masculin
201600002263,Conducteur,Blessé hospitalisé,Masculin
201600002264,Conducteur,Indemne,Masculin
201600002264,Conducteur,Blessé hospitalisé,Masculin
201600002265,Passager,Tué,Féminin
201600002265,Conducteur,Blessé hospitalisé,Masculin
201600002265,Passager,Blessé hospitalisé,Féminin
201600002265,Passager,Blessé hospitalisé,Féminin
201600002266,Conducteur,Blessé hospitalisé,Masculin
201600002266,Conducteur,Indemne,Masculin
201600002267,Conducteur,Blessé hospitalisé,Féminin
201600002268,Conducteur,Blessé hospitalisé,Féminin
201600002269,Conducteur,Indemne,Féminin
201600002269,Piéton,Blessé hospitalisé,Masculin
201600002270,Conducteur,Blessé hospitalisé,Masculin
201600002270,Conducteur,Indemne,Masculin
201600002271,Conducteur,Blessé léger,Masculin
201600002271,Conducteur,Blessé hospitalisé,Masculin
201600002272,Conducteur,Blessé hospitalisé,Féminin
201600002273,Conducteur,Indemne,Masculin
201600002273,Conducteur,Blessé léger,Féminin
201600002274,Conducteur,Indemne,Masculin
201600002274,Conducteur,Indemne,Masculin
201600002274,Conducteur,Blessé hospitalisé,Masculin
201600002275,Conducteur,Blessé léger,Féminin
201600002275,Passager,Blessé léger,Masculin
201600002275,Conducteur,Tué,Féminin
201600002276,Conducteur,Blessé hospitalisé,Féminin
201600002276,Conducteur,Blessé hospitalisé,Masculin
201600002277,Conducteur,Blessé léger,Masculin
201600002277,Passager,Blessé léger,Masculin
201600002278,Conducteur,Tué,Masculin
201600002279,Conducteur,Blessé hospitalisé,Masculin
201600002279,Passager,Blessé hospitalisé,Masculin
201600002279,Conducteur,Blessé hospitalisé,Féminin
201600002280,Conducteur,Blessé hospitalisé,Féminin
201600002280,Conducteur,Indemne,Masculin
201600002281,Conducteur,Tué,Masculin
201600002281,Passager,Blessé hospitalisé,Masculin
201600002282,Conducteur,Blessé hospitalisé,Masculin
201600002282,Conducteur,Indemne,Masculin
201600002283,Conducteur,Blessé léger,Masculin
201600002283,Conducteur,Blessé hospitalisé,Féminin
201600002284,Conducteur,Blessé hospitalisé,Masculin
201600002285,Conducteur,Blessé hospitalisé,Féminin
201600002286,Conducteur,Indemne,Masculin
201600002286,Conducteur,Blessé léger,Masculin
201600002287,Conducteur,Indemne,Féminin
201600002287,Conducteur,Blessé hospitalisé,Masculin
201600002288,Conducteur,Blessé hospitalisé,Masculin
201600002288,Conducteur,Indemne,Masculin
201600002289,Conducteur,Tué,Masculin
201600002290,Conducteur,Tué,Féminin
201600002291,Passager,Indemne,Féminin
201600002291,Conducteur,Tué,Masculin
201600002292,Conducteur,Blessé hospitalisé,Masculin
201600002292,Conducteur,Indemne,Masculin
201600002293,Conducteur,Blessé hospitalisé,Masculin
201600002293,Conducteur,Blessé hospitalisé,Masculin
201600002294,Passager,Tué,Féminin
201600002294,Conducteur,Blessé léger,Masculin
201600002295,Conducteur,Blessé hospitalisé,Féminin
201600002295,Passager,Blessé hospitalisé,Masculin
201600002295,Conducteur,Blessé hospitalisé,Masculin
201600002296,Conducteur,Blessé léger,Masculin
201600002296,Conducteur,Indemne,Masculin
201600002297,Conducteur,Indemne,Masculin
201600002297,Conducteur,Blessé hospitalisé,Masculin
201600002298,Conducteur,Blessé léger,Masculin
201600002298,Conducteur,Blessé hospitalisé,Féminin
201600002299,Conducteur,Blessé léger,Masculin
201600002299,Conducteur,Blessé hospitalisé,Masculin
201600002300,Conducteur,Indemne,Masculin
201600002300,Piéton,Blessé hospitalisé,Masculin
201600002301,Conducteur,Indemne,Masculin
201600002301,Piéton,Blessé hospitalisé,Féminin
201600002302,Conducteur,Blessé léger,Féminin
201600002302,Conducteur,Blessé hospitalisé,Masculin
201600002303,Conducteur,Indemne,Féminin
201600002303,Conducteur,Blessé hospitalisé,Masculin
201600002304,Conducteur,Blessé hospitalisé,Masculin
201600002304,Conducteur,Indemne,Féminin
201600002305,Conducteur,Blessé hospitalisé,Féminin
201600002305,Conducteur,Blessé léger,Masculin
201600002306,Conducteur,Blessé hospitalisé,Féminin
201600002307,Conducteur,Indemne,Masculin
201600002307,Conducteur,Indemne,Masculin
201600002307,Passager,Indemne,Masculin
201600002307,Passager,Blessé hospitalisé,Masculin
201600002308,Conducteur,Blessé hospitalisé,Féminin
201600002309,Conducteur,Tué,Masculin
201600002309,Conducteur,Indemne,Masculin
201600002309,Passager,Indemne,Masculin
201600002310,Conducteur,Blessé hospitalisé,Masculin
201600002310,Passager,Blessé hospitalisé,Féminin
201600002311,Conducteur,Tué,Masculin
201600002311,Conducteur,Blessé léger,Masculin
201600002312,Conducteur,Blessé hospitalisé,Masculin
201600002312,Conducteur,Indemne,Féminin
201600002313,Conducteur,Tué,Masculin
201600002313,Conducteur,Tué,Masculin
201600002313,Passager,Blessé hospitalisé,Féminin
201600002314,Conducteur,Blessé hospitalisé,Masculin
201600002315,Conducteur,Indemne,Féminin
201600002315,Conducteur,Blessé hospitalisé,Féminin
201600002315,Passager,Blessé léger,Féminin
201600002316,Conducteur,Indemne,Masculin
201600002316,Conducteur,Indemne,Masculin
201600002316,Passager,Indemne,Féminin
201600002316,Passager,Indemne,Féminin
201600002316,Conducteur,Blessé hospitalisé,Féminin
201600002317,Conducteur,Indemne,Féminin
201600002317,Piéton,Blessé léger,Masculin
201600002317,Piéton,Blessé léger,Masculin
201600002318,Conducteur,Indemne,Masculin
201600002318,Passager,Blessé hospitalisé,Féminin
201600002319,Conducteur,Indemne,Féminin
201600002319,Conducteur,Blessé léger,Masculin
201600002320,Conducteur,Blessé léger,Masculin
201600002321,Conducteur,Indemne,Masculin
201600002321,Passager,Blessé hospitalisé,Féminin
201600002321,Passager,Indemne,Masculin
201600002321,Passager,Indemne,Masculin
201600002321,Conducteur,Blessé hospitalisé,Féminin
201600002322,Conducteur,Indemne,Masculin
201600002322,Piéton,Blessé hospitalisé,Masculin
201600002323,Conducteur,Blessé léger,Masculin
201600002323,Conducteur,Indemne,Masculin
201600002324,Passager,Indemne,Féminin
201600002324,Conducteur,Blessé hospitalisé,Masculin
201600002324,Conducteur,Indemne,Masculin
201600002325,Conducteur,Indemne,Masculin
201600002325,Conducteur,Blessé hospitalisé,Féminin
201600002326,Conducteur,Blessé léger,Féminin
201600002326,Conducteur,Blessé hospitalisé,Masculin
201600002327,Conducteur,Blessé léger,Féminin
201600002327,Conducteur,Indemne,Féminin
201600002327,Conducteur,Blessé léger,Masculin
201600002327,Passager,Blessé léger,Féminin
201600002328,Conducteur,Indemne,Masculin
201600002328,Piéton,Tué,Masculin
201600002329,Conducteur,Indemne,Masculin
201600002329,Passager,Indemne,Masculin
201600002329,Passager,Blessé léger,Masculin
201600002329,Conducteur,Tué,Masculin
201600002330,Conducteur,Blessé léger,Masculin
201600002330,Conducteur,Indemne,Féminin
201600002331,Conducteur,Indemne,Masculin
201600002331,Conducteur,Indemne,Masculin
201600002331,Conducteur,Blessé hospitalisé,Masculin
201600002332,Conducteur,Blessé hospitalisé,Masculin
201600002333,Conducteur,Tué,Masculin
201600002333,Conducteur,Indemne,Masculin
201600002334,Conducteur,Indemne,Masculin
201600002334,Conducteur,Blessé hospitalisé,Masculin
201600002335,Conducteur,Indemne,Masculin
201600002335,Conducteur,Blessé hospitalisé,Masculin
201600002336,Conducteur,Indemne,Masculin
201600002336,Piéton,Blessé hospitalisé,Masculin
201600002337,Conducteur,Blessé hospitalisé,Masculin
201600002338,Conducteur,Blessé hospitalisé,Féminin
201600002339,Conducteur,Tué,Féminin
201600002339,Conducteur,Blessé léger,Masculin
201600002340,Conducteur,Indemne,Masculin
201600002340,Conducteur,Blessé hospitalisé,Masculin
201600002341,Conducteur,Indemne,Masculin
201600002341,Conducteur,Tué,Masculin
201600002341,Passager,Tué,Masculin
201600002341,Passager,Blessé hospitalisé,Féminin
201600002342,Conducteur,Blessé hospitalisé,Féminin
201600002342,Conducteur,Indemne,Masculin
201600002342,Passager,Indemne,Féminin
201600002342,Passager,Blessé léger,Féminin
201600002343,Conducteur,Blessé léger,Féminin
201600002343,Conducteur,Blessé hospitalisé,Masculin
201600002344,Conducteur,Blessé hospitalisé,Masculin
201600002345,Conducteur,Indemne,Masculin
201600002345,Conducteur,Blessé hospitalisé,Féminin
201600002346,Passager,Blessé hospitalisé,Féminin
201600002346,Conducteur,Blessé léger,Masculin
201600002346,Passager,Blessé léger,Masculin
201600002346,Passager,Blessé léger,Féminin
201600002346,Passager,Blessé léger,Masculin
201600002346,Conducteur,Indemne,Masculin
201600002347,Conducteur,Indemne,Masculin
201600002347,Conducteur,Blessé hospitalisé,Masculin
201600002348,Conducteur,Indemne,Masculin
201600002348,Passager,Blessé hospitalisé,Masculin
201600002348,Conducteur,Indemne,Masculin
201600002348,Passager,Indemne,Féminin
201600002349,Conducteur,Blessé hospitalisé,Masculin
201600002349,Passager,Blessé hospitalisé,Féminin
201600002349,Conducteur,Indemne,Masculin
201600002349,Passager,Blessé léger,Féminin
201600002350,Conducteur,Indemne,Masculin
201600002350,Passager,Indemne,Masculin
201600002350,Passager,Indemne,Féminin
201600002350,Passager,Indemne,Féminin
201600002350,Conducteur,Blessé hospitalisé,Masculin
201600002351,Passager,Blessé hospitalisé,Féminin
201600002351,Conducteur,Blessé léger,Masculin
201600002352,Conducteur,Blessé léger,Masculin
201600002352,Conducteur,Blessé léger,Masculin
201600002353,Conducteur,Blessé hospitalisé,Masculin
201600002353,Passager,Blessé hospitalisé,Féminin
201600002353,Conducteur,Indemne,Masculin
201600002353,Passager,Indemne,Masculin
201600002354,Conducteur,Indemne,Masculin
201600002354,Conducteur,Tué,Masculin
201600002355,Conducteur,Indemne,Féminin
201600002355,Passager,Blessé hospitalisé,Féminin
201600002355,Conducteur,Blessé léger,Féminin
201600002356,Conducteur,Blessé hospitalisé,Masculin
201600002357,Conducteur,Blessé hospitalisé,Féminin
201600002358,Conducteur,Indemne,Masculin
201600002358,Conducteur,Blessé hospitalisé,Masculin
201600002359,Passager,Blessé hospitalisé,Féminin
201600002359,Conducteur,Blessé léger,Féminin
201600002360,Conducteur,Blessé hospitalisé,Masculin
201600002360,Conducteur,Indemne,Féminin
201600002360,Passager,Indemne,Masculin
201600002361,Passager,Indemne,Masculin
201600002361,Passager,Indemne,Masculin
201600002361,Conducteur,Blessé hospitalisé,Féminin
201600002362,Conducteur,Tué,Masculin
201600002362,Passager,Blessé hospitalisé,Masculin
201600002362,Conducteur,Indemne,Masculin
201600002363,Conducteur,Blessé hospitalisé,Masculin
201600002363,Passager,Blessé hospitalisé,Masculin
201600002364,Conducteur,Blessé hospitalisé,Masculin
201600002364,Conducteur,Blessé hospitalisé,Féminin
201600002365,Conducteur,Blessé hospitalisé,Féminin
201600002365,Conducteur,Blessé léger,Féminin
201600002365,Conducteur,Blessé léger,Féminin
201600002365,Passager,Blessé léger,Féminin
201600002366,Conducteur,Blessé hospitalisé,Masculin
201600002367,Conducteur,Indemne,Masculin
201600002367,Piéton,Blessé hospitalisé,Masculin
201600002368,Conducteur,Indemne,Féminin
201600002368,Conducteur,Blessé hospitalisé,Masculin
201600002369,Conducteur,Blessé hospitalisé,Masculin
201600002370,Conducteur,Blessé hospitalisé,Masculin
201600002370,Conducteur,Indemne,Masculin
201600002371,Conducteur,Blessé léger,Féminin
201600002371,Conducteur,Blessé hospitalisé,Masculin
201600002372,Conducteur,Blessé hospitalisé,Masculin
201600002372,Conducteur,Indemne,Féminin
201600002373,Conducteur,Indemne,Féminin
201600002373,Piéton,Blessé hospitalisé,Féminin
201600002374,Conducteur,Blessé léger,Masculin
201600002375,Conducteur,Tué,Masculin
201600002375,Conducteur,Indemne,Masculin
201600002376,Conducteur,Indemne,Masculin
201600002376,Conducteur,Blessé hospitalisé,Masculin
201600002377,Passager,Blessé hospitalisé,Féminin
201600002377,Conducteur,Blessé léger,Masculin
201600002378,Conducteur,Blessé hospitalisé,Masculin
201600002378,Conducteur,Indemne,Masculin
201600002379,Conducteur,Blessé hospitalisé,Masculin
201600002379,Conducteur,Blessé léger,Féminin
201600002380,Conducteur,Blessé hospitalisé,Masculin
201600002381,Conducteur,Indemne,Masculin
201600002381,Conducteur,Blessé hospitalisé,Féminin
201600002381,Passager,Blessé hospitalisé,Masculin
201600002381,Conducteur,Indemne,Masculin
201600002381,Passager,Blessé hospitalisé,Masculin
201600002381,Conducteur,Indemne,Masculin
201600002381,Passager,Indemne,Féminin
201600002381,Passager,Indemne,Masculin
201600002381,Passager,Indemne,Masculin
201600002382,Conducteur,Tué,Féminin
201600002383,Conducteur,Indemne,Masculin
201600002383,Conducteur,Indemne,Masculin
201600002383,Passager,Blessé hospitalisé,Féminin
201600002384,Conducteur,Blessé léger,Masculin
201600002384,Conducteur,Blessé hospitalisé,Féminin
201600002385,Conducteur,Blessé léger,Masculin
201600002385,Conducteur,Blessé hospitalisé,Féminin
201600002386,Conducteur,Indemne,Féminin
201600002386,Conducteur,Indemne,Féminin
201600002386,Conducteur,Blessé hospitalisé,Masculin
201600002386,Passager,Blessé léger,Féminin
201600002387,Conducteur,Blessé hospitalisé,Féminin
201600002388,Conducteur,Blessé léger,Masculin
201600002388,Conducteur,Blessé léger,Masculin
201600002389,Conducteur,Indemne,Féminin
201600002389,Passager,Indemne,Masculin
201600002389,Passager,Indemne,Féminin
201600002389,Conducteur,Blessé hospitalisé,Féminin
201600002389,Conducteur,Indemne,Masculin
201600002389,Passager,Indemne,Féminin
201600002390,Conducteur,Blessé hospitalisé,Masculin
201600002391,Conducteur,Blessé hospitalisé,Masculin
201600002391,Conducteur,Indemne,Masculin
201600002392,Conducteur,Blessé hospitalisé,Masculin
201600002392,Conducteur,Indemne,Masculin
201600002393,Conducteur,Indemne,Masculin
201600002393,Conducteur,Blessé hospitalisé,Masculin
201600002394,Conducteur,Indemne,Masculin
201600002394,Piéton,Blessé hospitalisé,Féminin
201600002395,Conducteur,Indemne,Masculin
201600002395,Conducteur,Blessé hospitalisé,Féminin
201600002396,Conducteur,Indemne,Masculin
201600002396,Conducteur,Blessé léger,Masculin
201600002397,Conducteur,Indemne,Féminin
201600002397,Conducteur,Blessé léger,Masculin
201600002397,Passager,Blessé léger,Masculin
201600002397,Passager,Blessé léger,Féminin
201600002398,Conducteur,Indemne,Féminin
201600002398,Piéton,Tué,Masculin
201600002399,Conducteur,Blessé hospitalisé,Masculin
201600002400,Conducteur,Indemne,Féminin
201600002400,Conducteur,Blessé hospitalisé,Masculin
201600002401,Conducteur,Blessé hospitalisé,Féminin
201600002401,Passager,Blessé hospitalisé,Masculin
201600002402,Conducteur,Blessé hospitalisé,Masculin
201600002402,Conducteur,Indemne,Féminin
201600002403,Conducteur,Tué,Masculin
201600002404,Conducteur,Blessé hospitalisé,Féminin
201600002404,Conducteur,Indemne,Féminin
201600002405,Conducteur,Blessé léger,Masculin
201600002405,Conducteur,Indemne,Féminin
201600002406,Conducteur,Blessé hospitalisé,Masculin
201600002406,Conducteur,Blessé léger,Féminin
201600002406,Conducteur,Blessé léger,Masculin
201600002407,Conducteur,Indemne,Masculin
201600002407,Conducteur,Blessé hospitalisé,Masculin
201600002408,Conducteur,Blessé hospitalisé,Masculin
201600002408,Conducteur,Indemne,Féminin
201600002408,Passager,Indemne,Masculin
201600002409,Conducteur,Indemne,Masculin
201600002409,Piéton,Blessé hospitalisé,Féminin
201600002410,Conducteur,Blessé hospitalisé,Masculin
201600002410,Passager,Blessé hospitalisé,Masculin
201600002410,Passager,Blessé léger,Masculin
201600002411,Conducteur,Tué,Féminin
201600002411,Passager,Blessé hospitalisé,Féminin
201600002412,Conducteur,Blessé hospitalisé,Masculin
201600002412,Passager,Blessé hospitalisé,Féminin
201600002413,Conducteur,Tué,Féminin
201600002413,Conducteur,Tué,Féminin
201600002414,Conducteur,Blessé hospitalisé,Masculin
201600002414,Conducteur,Blessé hospitalisé,Féminin
201600002415,Conducteur,Indemne,Masculin
201600002415,Piéton,Indemne,Masculin
201600002415,Piéton,Blessé hospitalisé,Masculin
201600002415,Piéton,Blessé hospitalisé,Masculin
201600002416,Conducteur,Indemne,Féminin
201600002416,Conducteur,Blessé hospitalisé,Masculin
201600002417,Conducteur,Indemne,Féminin
201600002417,Conducteur,Blessé hospitalisé,Masculin
201600002418,Conducteur,Blessé hospitalisé,Masculin
201600002419,Conducteur,Blessé hospitalisé,Masculin
201600002419,Passager,Blessé hospitalisé,Masculin
201600002420,Conducteur,Indemne,Masculin
201600002420,Conducteur,Blessé hospitalisé,Masculin
201600002421,Conducteur,Blessé léger,Féminin
201600002421,Passager,Blessé léger,Féminin
201600002421,Conducteur,Blessé hospitalisé,Féminin
201600002422,Conducteur,Tué,Masculin
201600002423,Conducteur,Indemne,Masculin
201600002423,Piéton,Blessé léger,Féminin
201600002424,Conducteur,Tué,Masculin
201600002425,Conducteur,Blessé hospitalisé,Masculin
201600002426,Conducteur,Tué,Masculin
201600002427,Conducteur,Blessé hospitalisé,Masculin
201600002428,Conducteur,Tué,Féminin
201600002428,Conducteur,Blessé léger,Féminin
201600002429,Conducteur,Blessé léger,Féminin
201600002429,Conducteur,Blessé hospitalisé,Masculin
201600002430,Conducteur,Blessé hospitalisé,Masculin
201600002431,Conducteur,Blessé hospitalisé,Féminin
201600002431,Conducteur,Indemne,Masculin
201600002432,Conducteur,Indemne,Masculin
201600002432,Conducteur,Blessé hospitalisé,Masculin
201600002433,Conducteur,Blessé hospitalisé,Féminin
201600002433,Conducteur,Tué,Masculin
201600002433,Passager,Tué,Féminin
201600002434,Conducteur,Blessé hospitalisé,Masculin
201600002434,Conducteur,Indemne,Masculin
201600002435,Conducteur,Blessé hospitalisé,Masculin
201600002435,Conducteur,Blessé léger,Masculin
201600002436,Conducteur,Blessé léger,Féminin
201600002436,Conducteur,Blessé léger,Féminin
201600002437,Conducteur,Blessé hospitalisé,Masculin
201600002438,Conducteur,Blessé hospitalisé,Masculin
201600002438,Conducteur,Indemne,Masculin
201600002439,Conducteur,Indemne,Masculin
201600002439,Conducteur,Tué,Masculin
201600002440,Piéton,Tué,Féminin
201600002440,Piéton,Blessé hospitalisé,Féminin
201600002440,Piéton,Blessé hospitalisé,Masculin
201600002440,Conducteur,Blessé léger,Masculin
201600002441,Conducteur,Blessé hospitalisé,Masculin
201600002442,Conducteur,Blessé hospitalisé,Masculin
201600002442,Conducteur,Indemne,Masculin
201600002443,Conducteur,Blessé hospitalisé,Masculin
201600002444,Conducteur,Tué,Masculin
201600002445,Conducteur,Tué,Masculin
201600002446,Conducteur,Indemne,Masculin
201600002446,Passager,Indemne,Masculin
201600002446,Conducteur,Blessé hospitalisé,Masculin
201600002446,Passager,Blessé hospitalisé,Féminin
201600002446,Passager,Blessé hospitalisé,Masculin
201600002447,Conducteur,Tué,Masculin
201600002447,Conducteur,Indemne,Masculin
201600002448,Conducteur,Blessé léger,Féminin
201600002448,Passager,Blessé léger,Féminin
201600002448,Conducteur,Blessé hospitalisé,Masculin
201600002449,Conducteur,Blessé hospitalisé,Masculin
201600002449,Conducteur,Indemne,Masculin
201600002450,Conducteur,Blessé hospitalisé,Masculin
201600002450,Conducteur,Indemne,Masculin
201600002451,Conducteur,Tué,Masculin
201600002452,Conducteur,Blessé hospitalisé,Masculin
201600002453,Conducteur,Tué,Féminin
201600002453,Conducteur,Blessé hospitalisé,Féminin
201600002453,Passager,Blessé hospitalisé,Féminin
201600002453,Passager,Blessé hospitalisé,Masculin
201600002454,Conducteur,Blessé hospitalisé,Masculin
201600002454,Conducteur,Indemne,Masculin
201600002454,Passager,Indemne,Masculin
201600002455,Conducteur,Tué,Féminin
201600002455,Passager,Blessé hospitalisé,Masculin
201600002455,Passager,Blessé hospitalisé,Masculin
201600002456,Conducteur,Blessé hospitalisé,Masculin
201600002456,Passager,Blessé hospitalisé,Féminin
201600002456,Conducteur,Blessé hospitalisé,Masculin
201600002457,Conducteur,Blessé hospitalisé,Masculin
201600002458,Conducteur,Blessé hospitalisé,Masculin
201600002458,Conducteur,Blessé hospitalisé,Masculin
201600002459,Conducteur,Blessé hospitalisé,Masculin
201600002459,Conducteur,Blessé léger,Masculin
201600002460,Conducteur,Blessé léger,Masculin
201600002460,Passager,Blessé léger,Féminin
201600002460,Passager,Blessé léger,Féminin
201600002460,Passager,Blessé hospitalisé,Masculin
201600002460,Passager,Blessé hospitalisé,Féminin
201600002460,Passager,Blessé hospitalisé,Masculin
201600002460,Conducteur,Blessé léger,Féminin
201600002460,Conducteur,Indemne,Masculin
201600002460,Passager,Indemne,Féminin
201600002461,Conducteur,Tué,Masculin
201600002461,Conducteur,Indemne,Masculin
201600002462,Conducteur,Blessé hospitalisé,Masculin
201600002462,Conducteur,Indemne,Féminin
201600002463,Conducteur,Tué,Masculin
201600002463,Conducteur,Blessé léger,Masculin
201600002464,Conducteur,Indemne,Masculin
201600002464,Passager,Indemne,Masculin
201600002464,Passager,Tué,Masculin
201600002465,Conducteur,Blessé hospitalisé,Masculin
201600002465,Conducteur,Indemne,Masculin
201600002466,Conducteur,Blessé hospitalisé,Masculin
201600002466,Conducteur,Indemne,Masculin
201600002467,Conducteur,Indemne,Féminin
201600002467,Conducteur,Blessé léger,Masculin
201600002468,Conducteur,Blessé hospitalisé,Masculin
201600002469,Conducteur,Tué,Masculin
201600002470,Conducteur,Blessé léger,Féminin
201600002470,Passager,Blessé léger,Féminin
201600002470,Passager,Blessé léger,Masculin
201600002470,Conducteur,Blessé hospitalisé,Masculin
201600002471,Conducteur,Blessé hospitalisé,Masculin
201600002472,Conducteur,Indemne,Masculin
201600002472,Piéton,Blessé hospitalisé,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Passager,Indemne,Féminin
201600002473,Conducteur,Indemne,Féminin
201600002473,Conducteur,Indemne,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Passager,Indemne,Masculin
201600002473,Passager,Indemne,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Passager,Indemne,Masculin
201600002473,Passager,Indemne,Masculin
201600002473,Conducteur,Blessé léger,Masculin
201600002473,Passager,Blessé léger,Féminin
201600002473,Passager,Indemne,Féminin
201600002473,Passager,Indemne,Masculin
201600002473,Passager,Indemne,Féminin
201600002473,Conducteur,Blessé léger,Masculin
201600002473,Conducteur,Tué,Masculin
201600002473,Passager,Tué,Féminin
201600002473,Conducteur,Indemne,Féminin
201600002473,Conducteur,Blessé léger,Féminin
201600002473,Passager,Tué,Masculin
201600002473,Conducteur,Blessé hospitalisé,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Passager,Blessé hospitalisé,Féminin
201600002473,Conducteur,Indemne,Masculin
201600002473,Conducteur,Blessé hospitalisé,Féminin
201600002473,Conducteur,Indemne,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Passager,Indemne,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Passager,Blessé léger,Féminin
201600002473,Conducteur,Tué,Féminin
201600002473,Conducteur,Indemne,Masculin
201600002473,Passager,Indemne,Féminin
201600002473,Passager,Indemne,Masculin
201600002473,Passager,Indemne,Masculin
201600002473,Passager,Indemne,Féminin
201600002473,Conducteur,Blessé léger,Féminin
201600002473,Passager,Indemne,Féminin
201600002473,Passager,Indemne,Féminin
201600002473,Conducteur,Blessé léger,Masculin
201600002473,Conducteur,Tué,Masculin
201600002473,Conducteur,Blessé hospitalisé,Féminin
201600002473,Conducteur,Blessé hospitalisé,Masculin
201600002473,Conducteur,Blessé léger,Masculin
201600002473,Passager,Blessé léger,Féminin
201600002473,Passager,Blessé léger,Masculin
201600002473,Passager,Blessé léger,Féminin
201600002473,Passager,Blessé léger,Masculin
201600002473,Passager,Blessé léger,Féminin
201600002473,Passager,Blessé léger,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002473,Passager,Blessé léger,Féminin
201600002473,Conducteur,Indemne,Masculin
201600002473,Conducteur,Blessé léger,Féminin
201600002473,Conducteur,Indemne,Masculin
201600002473,Passager,Indemne,Féminin
201600002473,Conducteur,Indemne,Masculin
201600002473,Conducteur,Indemne,Masculin
201600002474,Conducteur,Indemne,Féminin
201600002474,Conducteur,Blessé léger,Masculin
201600002474,Passager,Blessé léger,Féminin
201600002475,Conducteur,Indemne,Masculin
201600002475,Passager,Indemne,Féminin
201600002475,Conducteur,Blessé hospitalisé,Masculin
201600002476,Conducteur,Tué,Masculin
201600002477,Conducteur,Tué,Féminin
201600002478,Conducteur,Blessé hospitalisé,Masculin
201600002478,Conducteur,Indemne,Masculin
201600002479,Conducteur,Tué,Masculin
201600002480,Conducteur,Tué,Masculin
201600002481,Conducteur,Blessé hospitalisé,Masculin
201600002481,Conducteur,Indemne,Masculin
201600002482,Conducteur,Blessé hospitalisé,Masculin
201600002482,Conducteur,Indemne,Masculin
201600002483,Conducteur,Blessé hospitalisé,Masculin
201600002483,Passager,Blessé léger,Féminin
201600002483,Piéton,Blessé léger,Masculin
201600002484,Conducteur,Blessé hospitalisé,Masculin
201600002484,Conducteur,Indemne,Masculin
201600002485,Conducteur,Blessé léger,Féminin
201600002485,Conducteur,Indemne,Masculin
201600002486,Conducteur,Indemne,Masculin
201600002486,Conducteur,Tué,Masculin
201600002487,Conducteur,Indemne,Masculin
201600002487,Conducteur,Tué,Masculin
